workload,batch_size,batch_index,block_distribution,zipf_alpha,n,r_size,r_prime_size,n_r,n_r_prime,deleted_count,seed,incremental_total_time,static_update_time,static_check_time,static_total_time,speedup,touched_block_entries,touched_block_count,primitive_update_count,result_match,inc_is_repair,static_is_repair,code_version,active_block_count,mean_deleted_block_size,median_deleted_block_size,p95_deleted_block_size,p99_deleted_block_size,max_deleted_block_size
swap,100,1,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0034063000057358295,0.00012740000966005027,0.201949499984039,0.20207689999369904,59.32445752089483,7176,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,2,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0010591000027488917,0.00011990001075901091,0.20721429999684915,0.20733420000760816,195.76451654184942,762,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,3,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0011051000037696213,0.00017060001846402884,0.20489890000317246,0.20506950002163649,185.56646395993232,1346,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,4,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.002165400015655905,0.00015919998986646533,0.20347670000046492,0.20363589999033138,94.04077700103349,5328,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,5,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0011221999884583056,0.0001702000154182315,0.2023013999860268,0.20247160000144504,180.4238122294079,1190,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,6,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0011742999777197838,0.00014830002328380942,0.23899709997931495,0.23914540000259876,203.64932686702699,1306,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,7,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0010572000173851848,0.00011779999476857483,0.18600560000049882,0.1861233999952674,176.05315638909454,1358,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,8,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0012652000004891306,0.00013929998385719955,0.18932550001773052,0.18946480000158772,149.75086937111917,2138,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,9,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0016153999895323068,0.00020020001102238894,0.18683840002631769,0.18703860003734007,115.78469806199008,1636,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,10,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0018708999850787222,0.00014670001110062003,0.21705229999497533,0.21719900000607595,116.0933249977747,2888,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,11,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0012212000146973878,0.00014449999434873462,0.20181279999087565,0.20195729998522438,165.37610346759553,1328,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,12,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.001423199981218204,0.00012860001879744232,0.2029735999822151,0.20310220000101253,142.7081244247663,1294,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,13,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.001236499985679984,0.00013910001143813133,0.20362260000547394,0.20376170001691207,164.7890840086489,882,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,14,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.001068799989297986,0.00010800000745803118,0.19614799998817034,0.19625599999562837,183.62275632556293,1546,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,15,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0010199999960605055,0.00013650002074427903,0.21564300000318326,0.21577950002392754,211.5485302522763,868,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,16,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0012277999776415527,0.0001230000052601099,0.19054270000196993,0.19066570000723004,155.29052246235952,1420,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,17,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.002158499992219731,0.0001272000081371516,0.19199269998352975,0.1921198999916669,89.00620833178556,5494,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,18,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0012595000152941793,0.00015049998182803392,0.22229060000972822,0.22244109999155626,176.61063699121993,912,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
swap,100,19,zipf_1.2,1.2,110000,110000,100000,110000,100000,10000,42,0.0016070000128820539,0.0001742999884299934,0.19988080000621267,0.20005509999464266,124.48979364714278,3200,200,200,True,True,True,68869e6,1000,10.0,2.0,19.049999999999955,118.13999999999987,2077
