algorithm,case_type,base_clean_size,n,r_size,r_prime_size,seed,rep,conflict_ratio,fd_count,candidate_key_width,deleted_count,index_count,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,peak_memory_mb,result,timeout,code_version
FD-Hash,pass,10000,11000,11000,10000,4,4,0.1,4,1,1000,4,0.18266250001033768,0.009889200009638444,0.19400200000382029,5.641792297363281,36.8359375,5.641792297363281,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,4,0,0.1,4,1,1000,1,0.02367030002642423,0.005953599989879876,0.03087240000604652,1.3648529052734375,37.5703125,1.3648529052734375,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,4,1,0.1,4,1,1000,1,0.02404799999203533,0.006009800010360777,0.03153159999055788,1.364898681640625,36.625,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,4,2,0.1,4,1,1000,1,0.023686700005782768,0.0051592999952845275,0.03034940001089126,1.364898681640625,36.76171875,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,4,3,0.1,4,1,1000,1,0.020470300019951537,0.005465299997013062,0.027552799991099164,1.364898681640625,36.76171875,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,4,4,0.1,4,1,1000,1,0.02351620001718402,0.005631399981211871,0.030425900011323392,1.364898681640625,36.76171875,1.364898681640625,True,False,68869e6
Singleton-FullScan,pass,10000,11000,11000,10000,5,0,0.1,4,1,1000,0,0.0,48.71248600000399,48.9041481000022,2.657541275024414,31.93359375,2.657541275024414,True,False,68869e6
Singleton-FullScan,pass,10000,11000,11000,10000,5,1,0.1,4,1,1000,0,0.0,49.77395490001072,49.966357999976026,2.657541275024414,31.46875,2.657541275024414,True,False,68869e6
Singleton-FullScan,pass,10000,11000,11000,10000,5,2,0.1,4,1,1000,0,0.0,48.33379119998426,48.52032229999895,2.657541275024414,31.6171875,2.657541275024414,True,False,68869e6
Singleton-FullScan,pass,10000,11000,11000,10000,5,3,0.1,4,1,1000,0,0.0,48.12957499999902,48.32152810000116,2.657541275024414,31.55859375,2.657541275024414,True,False,68869e6
Singleton-FullScan,pass,10000,11000,11000,10000,5,4,0.1,4,1,1000,0,0.0,47.66426589997718,47.85444870000356,2.657541275024414,31.6171875,2.657541275024414,True,False,68869e6
FD-Hash,pass,10000,11000,11000,10000,5,0,0.1,4,1,1000,4,0.17862140000215732,0.009106300014536828,0.18899599998258054,5.6417236328125,36.97265625,5.6417236328125,True,False,68869e6
FD-Hash,pass,10000,11000,11000,10000,5,1,0.1,4,1,1000,4,0.1739811000006739,0.009790800017071888,0.18517479998990893,5.641792297363281,36.97265625,5.641792297363281,True,False,68869e6
FD-Hash,pass,10000,11000,11000,10000,5,2,0.1,4,1,1000,4,0.17354069999419153,0.009711599996080622,0.1846631999942474,5.641792297363281,37.0,5.641792297363281,True,False,68869e6
FD-Hash,pass,10000,11000,11000,10000,5,3,0.1,4,1,1000,4,0.18165750001207925,0.01010159999714233,0.19308369999635033,5.64208984375,37.0,5.64208984375,True,False,68869e6
FD-Hash,pass,10000,11000,11000,10000,5,4,0.1,4,1,1000,4,0.17594690000987612,0.00952380002127029,0.18673489999491721,5.641792297363281,36.921875,5.641792297363281,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,5,0,0.1,4,1,1000,1,0.02144909999333322,0.0051506999880075455,0.027743599988752976,1.3648529052734375,37.7421875,1.3648529052734375,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,5,1,0.1,4,1,1000,1,0.022343099990393966,0.005186599999433383,0.02881750001688488,1.364898681640625,36.78515625,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,5,2,0.1,4,1,1000,1,0.02101339999353513,0.005329000006895512,0.02768069997546263,1.364898681640625,36.78515625,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,5,3,0.1,4,1,1000,1,0.020886799989966676,0.005996899999445304,0.028201099979924038,1.364898681640625,36.859375,1.364898681640625,True,False,68869e6
BCNF-Index,pass,10000,11000,11000,10000,5,4,0.1,4,1,1000,1,0.022816100012278184,0.005638600006932393,0.02973139999085106,1.364898681640625,36.859375,1.364898681640625,True,False,68869e6
Singleton-FullScan,pass,100000,110000,110000,100000,1,0,0.1,4,1,10000,,,,,,,,,True,68869e6
FD-Hash,pass,100000,110000,110000,100000,1,0,0.1,4,1,10000,4,1.8764088000170887,0.09253789999638684,1.9879862000234425,64.91064453125,77.98828125,64.91064453125,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,1,1,0.1,4,1,10000,4,1.7592139999906067,0.10092259998782538,1.8781664000125602,64.91094970703125,79.5859375,64.91094970703125,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,1,2,0.1,4,1,10000,4,1.7658241000026464,0.0978078999905847,1.881103699997766,64.91071319580078,80.16796875,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,1,3,0.1,4,1,10000,4,1.769960000005085,0.09378989998367615,1.882079100003466,64.91071319580078,81.06640625,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,1,4,0.1,4,1,10000,4,1.8762530999956653,0.09883010000339709,1.993208300002152,64.91071319580078,82.1015625,64.91071319580078,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,1,0,0.1,4,1,10000,1,0.2292264999996405,0.06246169999940321,0.308582000026945,15.578475952148438,83.23046875,15.578475952148438,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,1,1,0.1,4,1,10000,1,0.23438320000423118,0.057282699999632314,0.3110770000203047,15.578521728515625,82.03125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,1,2,0.1,4,1,10000,1,0.23027299999375828,0.06295639998279512,0.3115749999997206,15.578521728515625,82.03515625,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,1,3,0.1,4,1,10000,1,0.23149109998485073,0.05916449998039752,0.31089150000480004,15.578521728515625,82.03515625,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,1,4,0.1,4,1,10000,1,0.2368784999998752,0.05780819998471998,0.31638289999682456,15.578521728515625,82.03125,15.578521728515625,True,False,68869e6
Singleton-FullScan,pass,100000,110000,110000,100000,2,0,0.1,4,1,10000,,,,,,,,,True,68869e6
FD-Hash,pass,100000,110000,110000,100000,2,0,0.1,4,1,10000,4,1.7574615999765228,0.09389950000331737,1.8699871999851894,64.91090393066406,84.13671875,64.91090393066406,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,2,1,0.1,4,1,10000,4,1.7560469000018202,0.09414409997407347,1.867148499994073,64.91071319580078,85.31640625,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,2,2,0.1,4,1,10000,4,1.7582604000053834,0.0946410000033211,1.8740789000003133,64.91071319580078,86.3359375,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,2,3,0.1,4,1,10000,4,1.8294192000175826,0.10027609998360276,1.9473701000097208,64.91071319580078,87.33984375,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,2,4,0.1,4,1,10000,4,1.8413536000007298,0.1099982000014279,1.9688863000192214,64.910888671875,87.33984375,64.910888671875,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,2,0,0.1,4,1,10000,1,0.23137080000014976,0.06140989999403246,0.3097130000242032,15.578475952148438,89.27734375,15.578475952148438,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,2,1,0.1,4,1,10000,1,0.23043200001120567,0.06265859998529777,0.3123040999926161,15.578521728515625,87.09375,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,2,2,0.1,4,1,10000,1,0.23201749997679144,0.05908530001761392,0.30851909998455085,15.578521728515625,87.09765625,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,2,3,0.1,4,1,10000,1,0.2302740999730304,0.06154110000352375,0.31053019998944364,15.578521728515625,87.43359375,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,2,4,0.1,4,1,10000,1,0.23567789999651723,0.06159369999659248,0.3151200999855064,15.578521728515625,87.43359375,15.578521728515625,True,False,68869e6
Singleton-FullScan,pass,100000,110000,110000,100000,3,0,0.1,4,1,10000,,,,,,,,,True,68869e6
FD-Hash,pass,100000,110000,110000,100000,3,0,0.1,4,1,10000,4,1.79594900002121,0.10157820000313222,1.9157201999914832,64.9108657836914,89.57421875,64.9108657836914,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,3,1,0.1,4,1,10000,4,1.8007414000167046,0.10104139999020845,1.9196949999895878,64.91071319580078,89.703125,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,3,2,0.1,4,1,10000,4,1.8891895999840926,0.09681930000078864,2.003968700009864,64.91071319580078,90.09765625,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,3,3,0.1,4,1,10000,4,1.8726320000132546,0.09838709997711703,1.9890922000049613,64.91071319580078,91.2265625,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,3,4,0.1,4,1,10000,4,1.8376894999819342,0.09406430000672117,1.9513683999830391,64.91071319580078,92.2578125,64.91071319580078,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,3,0,0.1,4,1,10000,1,0.22703539999201894,0.058079700014786795,0.30434649999369867,15.578475952148438,101.11328125,15.578475952148438,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,3,1,0.1,4,1,10000,1,0.23295629999483936,0.057921100000385195,0.30911959998775274,15.578521728515625,101.11328125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,3,2,0.1,4,1,10000,1,0.2267930999805685,0.060571900015929714,0.3042282999958843,15.578521728515625,92.6640625,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,3,3,0.1,4,1,10000,1,0.22878869998385198,0.0579171999997925,0.3047687000071164,15.578521728515625,100.9453125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,3,4,0.1,4,1,10000,1,0.23482890002196655,0.058626099984394386,0.3123458999907598,15.578521728515625,100.9453125,15.578521728515625,True,False,68869e6
Singleton-FullScan,pass,100000,110000,110000,100000,4,0,0.1,4,1,10000,,,,,,,,,True,68869e6
FD-Hash,pass,100000,110000,110000,100000,4,0,0.1,4,1,10000,4,1.811227800004417,0.0991335999860894,1.9303005999827292,64.91090393066406,97.1640625,64.91090393066406,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,4,1,0.1,4,1,10000,4,1.860572100005811,0.10007600000244565,1.9783552000008058,64.91071319580078,95.28125,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,4,2,0.1,4,1,10000,4,1.8641273000102956,0.0963186000008136,1.9778096999798436,64.91071319580078,96.3125,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,4,3,0.1,4,1,10000,4,1.8887928000185639,0.09924149999278598,2.00741520000156,64.910888671875,96.3125,64.910888671875,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,4,4,0.1,4,1,10000,4,1.7934889000025578,0.0963284999888856,1.9070957000076305,64.91071319580078,97.33984375,64.91071319580078,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,4,0,0.1,4,1,10000,1,0.22898980000172742,0.05815550000988878,0.30622389999916777,15.578475952148438,105.7109375,15.578475952148438,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,4,1,0.1,4,1,10000,1,0.22760809998726472,0.058908000006340444,0.3045759999949951,15.578521728515625,105.7109375,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,4,2,0.1,4,1,10000,1,0.2274160000088159,0.06125110000721179,0.30537520002690144,15.578521728515625,105.64453125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,4,3,0.1,4,1,10000,1,0.22756759999901988,0.05845240000053309,0.30385679999017157,15.578521728515625,105.65234375,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,4,4,0.1,4,1,10000,1,0.22718600000371225,0.057209699996747077,0.30125540000153705,15.578521728515625,105.69140625,15.578521728515625,True,False,68869e6
Singleton-FullScan,pass,100000,110000,110000,100000,5,0,0.1,4,1,10000,,,,,,,,,True,68869e6
FD-Hash,pass,100000,110000,110000,100000,5,0,0.1,4,1,10000,4,1.820846899994649,0.10563189999083988,1.9460379000229295,64.91104888916016,104.12109375,64.91104888916016,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,5,1,0.1,4,1,10000,4,1.8324701999954414,0.10078409998095594,1.9516744000138715,64.91071319580078,95.6328125,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,5,2,0.1,4,1,10000,4,1.7940844000258949,0.10221909999381751,1.9135813000029884,64.91071319580078,96.83984375,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,5,3,0.1,4,1,10000,4,1.7647730000026058,0.0944102999928873,1.8784074999857694,64.91071319580078,120.1328125,64.91071319580078,True,False,68869e6
FD-Hash,pass,100000,110000,110000,100000,5,4,0.1,4,1,10000,4,1.7871530000120401,0.09497799997916445,1.9016079000139143,64.91071319580078,120.1328125,64.91071319580078,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,5,0,0.1,4,1,10000,1,0.232101400004467,0.06016910000471398,0.31546730000991374,15.578475952148438,106.703125,15.578475952148438,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,5,1,0.1,4,1,10000,1,0.22693429997889325,0.05860910000046715,0.3064038999727927,15.578521728515625,106.73828125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,5,2,0.1,4,1,10000,1,0.22509490000084043,0.05817209999077022,0.30333229998359457,15.578521728515625,106.73828125,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,5,3,0.1,4,1,10000,1,0.22932879999279976,0.06298180000158027,0.3118240999756381,15.578521728515625,106.734375,15.578521728515625,True,False,68869e6
BCNF-Index,pass,100000,110000,110000,100000,5,4,0.1,4,1,10000,1,0.2294840000104159,0.05998009999166243,0.3096908000006806,15.578521728515625,106.734375,15.578521728515625,True,False,68869e6
Singleton-FullScan,pass,1000000,1100000,1100000,1000000,1,0,0.1,4,1,100000,,,,,,,,,True,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,1,0,0.1,4,1,100000,4,18.603365699993446,1.1556004000012763,20.038855199993122,597.1002883911133,511.8984375,597.1002883911133,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,1,1,0.1,4,1,100000,4,18.301024799991865,1.2047038000018802,19.788047300011385,597.1001892089844,513.2109375,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,1,2,0.1,4,1,100000,4,18.335897099983413,1.1937364999903366,19.80412489999435,597.1002502441406,515.49609375,597.1002502441406,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,1,3,0.1,4,1,100000,4,18.218188799975906,1.1473162000183947,19.642520699999295,597.1001892089844,651.61328125,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,1,4,0.1,4,1,100000,4,18.040283400012413,1.130816999997478,19.471497399994405,597.1002502441406,651.61328125,597.1002502441406,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,1,0,0.1,4,1,100000,1,2.335321799997473,0.7188413999974728,3.354495500010671,133.7776336669922,593.140625,133.7776336669922,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,1,1,0.1,4,1,100000,1,2.3201546000200324,0.735176499991212,3.332537999987835,133.77725982666016,594.33984375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,1,2,0.1,4,1,100000,1,2.3332346999959555,0.7235517000081018,3.356365999992704,133.77725982666016,595.40625,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,1,3,0.1,4,1,100000,1,2.3299655000155326,0.7069259000127204,3.3184305999893695,133.77725982666016,595.40625,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,1,4,0.1,4,1,100000,1,2.4406499000033364,0.749775900010718,3.4754641999898013,133.7773666381836,595.40625,133.7773666381836,True,False,68869e6
Singleton-FullScan,pass,1000000,1100000,1100000,1000000,2,0,0.1,4,1,100000,,,,,,,,,True,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,2,0,0.1,4,1,100000,4,18.179856300004758,1.2252017999999225,19.687862299993867,597.1002883911133,681.61328125,597.1002883911133,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,2,1,0.1,4,1,100000,4,18.1662551999907,1.161601800005883,19.60226019998663,597.1002502441406,692.453125,597.1002502441406,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,2,2,0.1,4,1,100000,4,18.26716529999976,1.1597237999958452,19.71690739999758,597.1003112792969,692.453125,597.1003112792969,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,2,3,0.1,4,1,100000,4,18.027077200007625,1.1293662000098266,19.44920900001307,597.1001892089844,705.80078125,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,2,4,0.1,4,1,100000,4,18.17189200001303,1.1394667999993544,19.603980199986836,597.1003112792969,711.8125,597.1003112792969,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,2,0,0.1,4,1,100000,1,2.3894481000024825,0.7252672000031453,3.395247299980838,133.77721405029297,713.4609375,133.77721405029297,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,2,1,0.1,4,1,100000,1,2.3714572999742813,0.7060235000099055,3.3730018000060227,133.77725982666016,714.4609375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,2,2,0.1,4,1,100000,1,2.316099599993322,0.7082320999761578,3.316093700006604,133.77725982666016,714.49609375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,2,3,0.1,4,1,100000,1,2.360091900016414,0.7886947999941185,3.428433799999766,133.7773666381836,714.49609375,133.7773666381836,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,2,4,0.1,4,1,100000,1,2.358683700003894,0.7141305000113789,3.3486845000006724,133.7773666381836,713.3671875,133.7773666381836,True,False,68869e6
Singleton-FullScan,pass,1000000,1100000,1100000,1000000,3,0,0.1,4,1,100000,,,,,,,,,True,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,3,0,0.1,4,1,100000,4,18.240063500008546,1.2215909000078682,19.75582249998115,597.1001663208008,738.85546875,597.1001663208008,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,3,1,0.1,4,1,100000,4,18.267478299996583,1.1497395999904256,19.692410800023936,597.1002502441406,738.85546875,597.1002502441406,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,3,2,0.1,4,1,100000,4,18.229555400001118,1.1700852999929339,19.701219899987336,597.1001892089844,745.828125,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,3,3,0.1,4,1,100000,4,18.200237699988065,1.2424229999887757,19.714966799976537,597.1002502441406,745.828125,597.1002502441406,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,3,4,0.1,4,1,100000,4,18.39012319999165,1.1750968999986071,19.84210670000175,597.1003112792969,770.4296875,597.1003112792969,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,3,0,0.1,4,1,100000,1,2.385215899994364,0.7476716000237502,3.415218099980848,133.77721405029297,770.5546875,133.77721405029297,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,3,1,0.1,4,1,100000,1,2.3211797999974806,0.7111345999874175,3.333718299982138,133.77725982666016,770.55859375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,3,2,0.1,4,1,100000,1,2.349514100002125,0.7569148000038695,3.4013737000059336,133.7773666381836,770.55859375,133.7773666381836,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,3,3,0.1,4,1,100000,1,2.3952478999854065,0.719631300016772,3.401070799998706,133.7773666381836,769.5625,133.7773666381836,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,3,4,0.1,4,1,100000,1,2.3229491999954917,0.724559299997054,3.3283699000021443,133.77725982666016,769.5625,133.77725982666016,True,False,68869e6
Singleton-FullScan,pass,1000000,1100000,1100000,1000000,4,0,0.1,4,1,100000,,,,,,,,,True,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,4,0,0.1,4,1,100000,4,18.38211589999264,1.157822799985297,19.832448800007114,597.100227355957,772.15625,597.100227355957,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,4,1,0.1,4,1,100000,4,18.34541150002042,1.1613144000002649,19.806430700002238,597.1003112792969,783.046875,597.1003112792969,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,4,2,0.1,4,1,100000,4,18.162591000000248,1.1600910999986809,19.606408799998462,597.1001892089844,790.1875,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,4,3,0.1,4,1,100000,4,18.181102100003045,1.1781587000004947,19.64834919999703,597.1003112792969,793.82421875,597.1003112792969,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,4,4,0.1,4,1,100000,4,18.046319699991727,1.1686327999923378,19.506942000007257,597.1001892089844,793.82421875,597.1001892089844,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,4,0,0.1,4,1,100000,1,2.317570399987744,0.707872099999804,3.29760580000584,133.77721405029297,614.87109375,133.77721405029297,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,4,1,0.1,4,1,100000,1,2.3023411000031047,0.7555587000097148,3.3527101000072435,133.7773666381836,614.87109375,133.7773666381836,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,4,2,0.1,4,1,100000,1,2.309221900010016,0.7131717999873217,3.3149259999918286,133.7773666381836,611.94140625,133.7773666381836,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,4,3,0.1,4,1,100000,1,2.3553216999862343,0.7224662000080571,3.368041000008816,133.77725982666016,612.01171875,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,4,4,0.1,4,1,100000,1,2.285866799997166,0.7244715999986511,3.307831800018903,133.77725982666016,612.01171875,133.77725982666016,True,False,68869e6
Singleton-FullScan,pass,1000000,1100000,1100000,1000000,5,0,0.1,4,1,100000,,,,,,,,,True,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,5,0,0.1,4,1,100000,4,18.364604199974565,1.1588538000069093,19.80329789998359,597.100227355957,803.84765625,597.100227355957,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,5,1,0.1,4,1,100000,4,18.309813600004418,1.1497276999871247,19.739913800003706,597.1001892089844,806.546875,597.1001892089844,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,5,2,0.1,4,1,100000,4,18.179885899997316,1.1575249999877997,19.62648760000593,597.1002502441406,807.875,597.1002502441406,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,5,3,0.1,4,1,100000,4,18.23923589999322,1.1633664999972098,19.68625389999943,597.1003112792969,812.0,597.1003112792969,True,False,68869e6
FD-Hash,pass,1000000,1100000,1100000,1000000,5,4,0.1,4,1,100000,4,18.14957099998719,1.1897468999959528,19.632641000003787,597.1002502441406,816.31640625,597.1002502441406,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,5,0,0.1,4,1,100000,1,2.291107099998044,0.7221617999894079,3.3033417999977246,133.7776336669922,814.359375,133.7776336669922,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,5,1,0.1,4,1,100000,1,2.326598700019531,0.7495911000005435,3.370373300014762,133.77725982666016,813.3359375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,5,2,0.1,4,1,100000,1,2.377700499986531,0.7238988000026438,3.4031244999787305,133.77725982666016,813.3359375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,5,3,0.1,4,1,100000,1,2.2970934999757446,0.7216338000143878,3.3210828000155743,133.77725982666016,813.3359375,133.77725982666016,True,False,68869e6
BCNF-Index,pass,1000000,1100000,1100000,1000000,5,4,0.1,4,1,100000,1,2.3149163000052795,0.7249850000080187,3.3375287000089884,133.77725982666016,813.3359375,133.77725982666016,True,False,68869e6
