workload,batch_size,batch_index,block_distribution,zipf_alpha,n,r_size,r_prime_size,n_r,n_r_prime,deleted_count,seed,incremental_total_time,static_update_time,static_check_time,static_total_time,speedup,touched_block_entries,touched_block_count,active_block_count,mean_deleted_block_size,median_deleted_block_size,p95_deleted_block_size,p99_deleted_block_size,max_deleted_block_size,primitive_update_count,result_match,inc_is_repair,static_is_repair,code_version
d_only,1,35,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,3.609998384490609e-05,8.400005754083395e-06,2.3418589000066277,2.3418673000123817,64871.69939115727,0,0,10012,9.987015581302437,2.0,12.0,74.88999999999942,18753,1,True,True,True,3b86002
d_only,1,36,zipf_1.2,1.2,1100000,1099991,1000000,1099991,1000000,99991,1,3.809999907389283e-05,8.90000956133008e-06,2.0928996999864466,2.092908599996008,54931.98558711059,0,0,10013,9.986118046539499,2.0,12.0,74.8799999999992,18753,1,True,True,True,3b86002
d_only,1,37,zipf_1.2,1.2,1100000,1099992,1000000,1099992,1000000,99992,1,4.0000013541430235e-05,9.99998883344233e-06,2.071538000018336,2.0715480000071693,51788.68246785847,0,0,10014,9.985220691032554,2.0,12.0,74.8700000000008,18753,1,True,True,True,3b86002
d_only,1,38,zipf_1.2,1.2,1100000,1099991,1000000,1099991,1000000,99991,1,3.619998460635543e-05,1.0399991879239678e-05,2.0050663000147324,2.0050767000066116,55388.882669706756,0,0,10014,9.985120830836829,2.0,12.0,74.8700000000008,18753,1,True,True,True,3b86002
d_only,1,39,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,3.060000017285347e-05,1.0199990356341004e-05,2.097268100013025,2.0972783000033814,68538.50614889748,0,0,10014,9.985020970641102,2.0,12.0,74.8700000000008,18753,1,True,True,True,3b86002
d_only,1,40,zipf_1.2,1.2,1100000,1099989,1000000,1099989,1000000,99989,1,3.519997699186206e-05,1.0300020221620798e-05,2.065220499993302,2.0652308000135235,58671.36789580822,0,0,10014,9.984921110445377,2.0,12.0,74.8700000000008,18752,1,True,True,True,3b86002
d_only,1,41,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,3.1199975637719035e-05,9.300012607127428e-06,2.0537621999974363,2.0537715000100434,65826.06101548194,0,0,10014,9.98482125024965,2.0,12.0,74.8700000000008,18752,1,True,True,True,3b86002
d_only,1,42,zipf_1.2,1.2,1100000,1099987,1000000,1099987,1000000,99987,1,3.63999861292541e-05,1.1199997970834374e-05,2.4336003999924287,2.4336115999903996,66857.48701520916,0,0,10014,9.984721390053924,2.0,12.0,74.8700000000008,18752,1,True,True,True,3b86002
d_only,1,43,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,3.339999238960445e-05,9.99998883344233e-06,2.022593700006837,2.0226036999956705,60557.01080414599,0,0,10014,9.984621529858199,2.0,12.0,74.8700000000008,18751,1,True,True,True,3b86002
d_only,1,44,zipf_1.2,1.2,1100000,1099987,1000000,1099987,1000000,99987,1,3.3499993151053786e-05,9.100011084228754e-06,2.1040270999947097,2.104036200005794,62807.063587104305,0,0,10015,9.98372441337993,2.0,12.0,74.86000000000058,18751,1,True,True,True,3b86002
d_only,1,45,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,7.959999493323267e-05,1.479999627918005e-05,2.013117599999532,2.0131323999958113,25290.609649967915,0,0,10015,9.983624563155267,2.0,12.0,74.86000000000058,18751,1,True,True,True,3b86002
d_only,1,46,zipf_1.2,1.2,1100000,1099987,1000000,1099987,1000000,99987,1,4.089999129064381e-05,1.2100004823878407e-05,2.002708199986955,2.002720299991779,48966.27693047741,0,0,10016,9.982727635782748,2.0,12.0,74.85000000000036,18751,1,True,True,True,3b86002
d_only,1,47,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,3.8300000596791506e-05,9.300012607127428e-06,2.0691403999808244,2.0691496999934316,54024.79550266038,0,0,10017,9.981830887491265,2.0,12.0,74.84000000000015,18751,1,True,True,True,3b86002
d_only,1,48,zipf_1.2,1.2,1100000,1099989,1000000,1099989,1000000,99989,1,3.270001616328955e-05,1.3900018529966474e-05,2.062079099996481,2.062093000015011,63060.916842298255,0,0,10018,9.980934318227192,2.0,12.0,74.82999999999993,18751,1,True,True,True,3b86002
d_only,1,49,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,2.9199989512562752e-05,9.500014130026102e-06,2.3252748000086285,2.3252843000227585,79633.05257429453,0,0,10018,9.980834497903773,2.0,12.0,74.82999999999993,18751,1,True,True,True,3b86002
d_only,1,50,zipf_1.2,1.2,1100000,1099989,1000000,1099989,1000000,99989,1,3.730002208612859e-05,7.90000194683671e-06,2.058769900002517,2.0587778000044636,55195.082599430876,0,0,10019,9.979938117576605,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,51,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,4.110002191737294e-05,1.1299998732283711e-05,2.03006039999309,2.0300716999918222,49393.44567925188,0,0,10020,9.979041916167665,2.0,12.0,74.80999999999949,18751,1,True,True,True,3b86002
d_only,1,52,zipf_1.2,1.2,1100000,1099989,1000000,1099989,1000000,99989,1,3.540000761859119e-05,9.599985787644982e-06,2.186191700020572,2.18620130000636,61757.08557921954,0,0,10019,9.979938117576605,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,53,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,3.359999391250312e-05,7.90000194683671e-06,2.1403358999814373,2.140343799983384,63700.71987384873,0,0,10019,9.979838307216289,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,54,zipf_1.2,1.2,1100000,1099987,1000000,1099987,1000000,99987,1,3.71999922208488e-05,1.1900003300979733e-05,2.069309999991674,2.069321899994975,55626.944428101786,0,0,10019,9.979738496855974,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,55,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,4.0099985199049115e-05,9.99998883344233e-06,2.248753799998667,2.2487637999875005,56078.918454085244,0,0,10018,9.980634857256938,2.0,12.0,74.82999999999993,18751,1,True,True,True,3b86002
d_only,1,56,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,2.850001328624785e-05,6.999995093792677e-06,2.4182334000070114,2.418240400002105,84850.50079499373,0,0,10018,9.980535036933519,2.0,12.0,74.82999999999993,18751,1,True,True,True,3b86002
d_only,1,57,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,3.270001616328955e-05,1.1199997970834374e-05,2.1023036999977194,2.10231489999569,64290.94375665294,0,0,10019,9.979638686495658,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,58,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.0000024707987905e-05,8.600007276982069e-06,2.1629510000057053,2.1629596000129823,72098.59395339317,0,0,10019,9.979538876135344,2.0,12.0,74.81999999999971,18751,1,True,True,True,3b86002
d_only,1,59,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,3.130000550299883e-05,8.600007276982069e-06,1.9932759999937844,1.9932846000010613,63683.202861101294,0,0,10019,9.979439065775027,2.0,12.0,74.81999999999971,18750,1,True,True,True,3b86002
d_only,1,60,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.3899996196851134e-05,9.400013368576765e-06,2.096316499984823,2.0963258999981917,61838.52906133697,0,0,10020,9.978542914171657,2.0,12.0,74.80999999999949,18750,1,True,True,True,3b86002
d_only,1,61,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,2.95999925583601e-05,8.700008038431406e-06,2.040380799997365,2.0403895000054035,68932.09503287947,0,0,10020,9.978443113772455,2.0,12.0,74.80999999999949,18750,1,True,True,True,3b86002
d_only,1,62,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.170000854879618e-05,9.299983503296971e-06,2.0311172000074293,2.0311264999909326,64073.37388771984,0,0,10021,9.977547150982936,2.0,12.0,74.79999999999927,18750,1,True,True,True,3b86002
d_only,1,63,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,3.100000321865082e-05,9.100011084228754e-06,2.1341528999910224,2.1341620000021067,68843.92833604969,0,0,10021,9.97744736054286,2.0,12.0,74.79999999999927,18750,1,True,True,True,3b86002
d_only,1,64,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.600001218728721e-05,8.599978173151612e-06,2.047895600000629,2.0479041999788024,56886.20851917336,0,0,10022,9.976551586509679,2.0,12.0,74.78999999999905,18750,1,True,True,True,3b86002
d_only,1,65,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,3.2499985536560416e-05,7.800001185387373e-06,2.192692899989197,2.1927006999903824,67467.74387095445,0,0,10022,9.976451806026741,2.0,12.0,74.57999999999811,18750,1,True,True,True,3b86002
d_only,1,66,zipf_1.2,1.2,1100000,1099983,1000000,1099983,1000000,99983,1,3.0800001695752144e-05,8.99998121894896e-06,2.1039140000066254,2.1039229999878444,68309.18455040254,0,0,10022,9.976352025543804,2.0,12.0,74.57999999999811,18750,1,True,True,True,3b86002
d_only,1,67,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,3.890000516548753e-05,1.069999416358769e-05,2.3392990000138525,2.339309700008016,60136.48815870788,0,0,10023,9.975456450164621,2.0,12.0,74.56000000000131,18750,1,True,True,True,3b86002
d_only,1,68,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.589998232200742e-05,1.3200013199821115e-05,2.1047231999982614,2.1047364000114612,58627.78374465146,0,0,10024,9.974561053471668,2.0,12.0,74.54000000000087,18750,1,True,True,True,3b86002
d_only,1,69,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,3.279998782090843e-05,9.200011845678091e-06,2.065148100024089,2.065157300035935,62962.13618468162,0,0,10025,9.973665835411472,2.0,12.0,74.52000000000044,18750,1,True,True,True,3b86002
d_only,1,70,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,3.71999922208488e-05,1.1299998732283711e-05,2.1354922000027727,2.135503500001505,57406.02006912944,0,0,10025,9.97356608478803,2.0,12.0,74.52000000000044,18750,1,True,True,True,3b86002
d_only,1,71,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,4.499999340623617e-05,1.2499978765845299e-05,2.143556399998488,2.1435688999772537,47634.871423785466,0,0,10026,9.972671055256333,2.0,12.0,74.5,18750,1,True,True,True,3b86002
d_only,1,72,zipf_1.2,1.2,1100000,1099987,1000000,1099987,1000000,99987,1,4.0099985199049115e-05,1.0299991117790341e-05,2.0611728000221774,2.061183100013295,51401.09378549526,0,0,10027,9.97177620424853,2.0,12.0,74.47999999999956,18750,1,True,True,True,3b86002
d_only,1,73,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,3.460000152699649e-05,1.069999416358769e-05,2.043575799994869,2.0435864999890327,59063.191034674775,0,0,10027,9.971676473521493,2.0,12.0,74.47999999999956,18749,1,True,True,True,3b86002
d_only,1,74,zipf_1.2,1.2,1100000,1099985,1000000,1099985,1000000,99985,1,2.9300019377842546e-05,8.499977411702275e-06,2.3469656000088435,2.346974099986255,80101.45214310334,0,0,10027,9.971576742794454,2.0,12.0,74.47999999999956,18749,1,True,True,True,3b86002
d_only,1,75,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,3.470000228844583e-05,9.300012607127428e-06,2.084451299975626,2.0844605999882333,60070.906700841995,0,0,10027,9.971477012067417,2.0,12.0,74.47999999999956,18749,1,True,True,True,3b86002
d_only,1,76,zipf_1.2,1.2,1100000,1099983,1000000,1099983,1000000,99983,1,3.220001235604286e-05,8.299975888803601e-06,2.1186822000017855,2.1186904999776743,65797.81636574643,0,0,10027,9.97137728134038,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,77,zipf_1.2,1.2,1100000,1099982,1000000,1099982,1000000,99982,1,3.530000685714185e-05,9.799987310543656e-06,2.0574651999922935,2.057474999979604,58285.39944216295,0,0,10027,9.971277550613344,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,78,zipf_1.2,1.2,1100000,1099981,1000000,1099981,1000000,99981,1,3.9799982914701104e-05,9.90001717582345e-06,2.1643722000007983,2.164382100017974,54381.483144268044,0,0,10027,9.971177819886307,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,79,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,2.6599998818710446e-05,6.799993570894003e-06,2.068388700019568,2.068395500013139,77759.23277704167,0,0,10027,9.97107808915927,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,80,zipf_1.2,1.2,1100000,1099979,1000000,1099979,1000000,99979,1,3.070000093430281e-05,9.000010322779417e-06,2.0677962999907322,2.067805300001055,67355.21944856302,0,0,10027,9.970978358432234,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,81,zipf_1.2,1.2,1100000,1099978,1000000,1099978,1000000,99978,1,5.050000618211925e-05,1.2400007108226418e-05,2.3709865999990143,2.3709990000061225,46950.469500053885,0,0,10027,9.970878627705195,2.0,12.0,74.47999999999956,18748,1,True,True,True,3b86002
d_only,1,82,zipf_1.2,1.2,1100000,1099977,1000000,1099977,1000000,99977,1,3.0899973353371024e-05,8.700008038431406e-06,2.052486200002022,2.0524949000100605,66423.84045247547,0,0,10027,9.970778896978159,2.0,12.0,74.47999999999956,18747,1,True,True,True,3b86002
d_only,1,83,zipf_1.2,1.2,1100000,1099978,1000000,1099978,1000000,99978,1,4.5599997974932194e-05,1.1900003300979733e-05,2.138323399994988,2.138335299998289,46893.320064921965,0,0,10028,9.9698843238931,2.0,12.0,74.45999999999913,18747,1,True,True,True,3b86002
d_only,1,84,zipf_1.2,1.2,1100000,1099977,1000000,1099977,1000000,99977,1,2.5999994250014424e-05,9.000010322779417e-06,2.02069509998546,2.0207040999957826,77719.40564927862,0,0,10028,9.969784603111288,2.0,12.0,74.45999999999913,18746,1,True,True,True,3b86002
d_only,1,85,zipf_1.2,1.2,1100000,1099976,1000000,1099976,1000000,99976,1,3.209998249076307e-05,9.200011845678091e-06,2.0114110999857076,2.0114202999975532,62661.102714817665,0,0,10028,9.969684882329478,2.0,12.0,74.45999999999913,18745,1,True,True,True,3b86002
d_only,1,86,zipf_1.2,1.2,1100000,1099977,1000000,1099977,1000000,99977,1,3.5200006095692515e-05,9.599985787644982e-06,2.1058346000208985,2.105844200006686,59825.10895827322,0,0,10029,9.968790507528169,2.0,12.0,74.43999999999869,18745,1,True,True,True,3b86002
d_only,1,87,zipf_1.2,1.2,1100000,1099978,1000000,1099978,1000000,99978,1,3.7699996028095484e-05,9.100011084228754e-06,2.036759599985089,2.0367686999961734,54025.70065201851,0,0,10030,9.9678963110668,2.0,12.0,74.41999999999825,18745,1,True,True,True,3b86002
d_only,1,88,zipf_1.2,1.2,1100000,1099979,1000000,1099979,1000000,99979,1,3.2499985536560416e-05,1.0000017937272787e-05,2.290896499995142,2.2909065000130795,70489.46213948174,0,0,10031,9.967002292892035,2.0,12.0,74.40000000000146,18745,1,True,True,True,3b86002
d_only,1,89,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,4.7600013203918934e-05,1.2599979527294636e-05,2.1126265000202693,2.1126390999997966,44383.16205815384,0,0,10032,9.966108452950559,2.0,12.0,74.38000000000102,18745,1,True,True,True,3b86002
d_only,1,90,zipf_1.2,1.2,1100000,1099981,1000000,1099981,1000000,99981,1,3.4900003811344504e-05,5.269999383017421e-05,2.025997399992775,2.0260500999866053,58053.005121106115,0,0,10033,9.965214791189076,2.0,12.0,74.36000000000058,18745,1,True,True,True,3b86002
d_only,1,91,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,2.9999995604157448e-05,9.399984264746308e-06,2.10743810000713,2.1074474999913946,70248.26029305621,0,0,10033,9.965115120103658,2.0,12.0,74.36000000000058,18745,1,True,True,True,3b86002
d_only,1,92,zipf_1.2,1.2,1100000,1099981,1000000,1099981,1000000,99981,1,3.809999907389283e-05,1.0399991879239678e-05,2.0880687999888323,2.0880791999807116,54805.22967811621,0,0,10034,9.964221646402233,2.0,12.0,74.34000000000015,18745,1,True,True,True,3b86002
d_only,1,93,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,5.360000068321824e-05,9.69998654909432e-06,2.088305700017372,2.0883154000039212,38961.107712406374,0,0,10034,9.96412198525015,2.0,12.0,74.34000000000015,18745,1,True,True,True,3b86002
d_only,1,94,zipf_1.2,1.2,1100000,1099979,1000000,1099979,1000000,99979,1,3.6900019040331244e-05,1.0200019460171461e-05,2.0725672999978997,2.07257750001736,56167.38294232476,0,0,10034,9.964022324098067,2.0,12.0,74.34000000000015,18745,1,True,True,True,3b86002
d_only,1,95,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,4.4500018702819943e-05,1.1499971151351929e-05,2.422900400008075,2.4229118999792263,54447.43554289085,0,0,10035,9.963129048330842,2.0,12.0,74.31999999999971,18745,1,True,True,True,3b86002
d_only,1,96,zipf_1.2,1.2,1100000,1099979,1000000,1099979,1000000,99979,1,3.5200006095692515e-05,1.0499992640689015e-05,2.1873275999969337,2.1873380999895744,62140.27617049881,0,0,10035,9.963029397110114,2.0,12.0,74.31999999999971,18745,1,True,True,True,3b86002
d_only,1,97,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,3.29999893438071e-05,8.200004231184721e-06,2.101055700011784,2.1010639000160154,63668.62359033788,0,0,10036,9.962136309286569,2.0,12.0,74.29999999999927,18745,1,True,True,True,3b86002
d_only,1,98,zipf_1.2,1.2,1100000,1099981,1000000,1099981,1000000,99981,1,3.780002589337528e-05,1.179997343569994e-05,2.0398418999975547,2.0398536999709904,53964.34663100295,0,0,10037,9.961243399422138,2.0,12.0,74.27999999999884,18745,1,True,True,True,3b86002
d_only,1,99,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,3.4900003811344504e-05,1.0799994925037026e-05,2.0524983999785036,2.0525091999734286,58811.14543908002,0,0,10037,9.961143768058184,2.0,12.0,74.27999999999884,18744,1,True,True,True,3b86002
d_only,10,0,zipf_1.2,1.2,1100000,1100004,1000000,1100004,1000000,100004,1,6.739998934790492e-05,9.300012607127428e-06,2.20895770000061,2.2089670000132173,32773.99627781813,0,0,10007,9.993404616768263,2.0,12.0,74.94000000000051,18752,10,True,True,True,3b86002
d_only,10,1,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,1,6.609997944906354e-05,9.400013368576765e-06,2.401441599999089,2.4014510000124574,36330.58618214865,0,0,10010,9.99000999000999,2.0,12.0,74.90999999999985,18751,10,True,True,True,3b86002
d_only,10,2,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,1,5.830000736750662e-05,8.600007276982069e-06,2.0265780999907292,2.0265866999980062,34761.34552133041,0,0,10015,9.98502246630055,2.0,12.0,74.86000000000058,18750,10,True,True,True,3b86002
d_only,10,3,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,1,6.0699996538460255e-05,9.399984264746308e-06,2.0671939000021666,2.0672032999864314,34056.069487197194,0,0,10020,9.980039920159681,2.0,12.0,74.80999999999949,18748,10,True,True,True,3b86002
d_only,10,4,zipf_1.2,1.2,1100000,1099998,1000000,1099998,1000000,99998,1,6.279998342506588e-05,9.100011084228754e-06,2.0097066999878734,2.0097157999989577,32001.8523953432,0,0,10024,9.97585794094174,2.0,12.0,74.77000000000044,18746,10,True,True,True,3b86002
d_only,10,5,zipf_1.2,1.2,1100000,1099996,1000000,1099996,1000000,99996,1,5.679999594576657e-05,8.400005754083395e-06,2.0805813999904785,2.0805897999962326,36630.104727169506,0,0,10027,9.972673780791862,2.0,12.0,74.73999999999978,18744,10,True,True,True,3b86002
d_only,10,6,zipf_1.2,1.2,1100000,1100004,1000000,1100004,1000000,100004,1,6.279998342506588e-05,9.899988071992993e-06,2.1255655999993905,2.1255754999874625,33846.75256361714,0,0,10036,9.964527700278996,2.0,12.0,74.64999999999964,18744,10,True,True,True,3b86002
d_only,10,7,zipf_1.2,1.2,1100000,1100004,1000000,1100004,1000000,100004,1,5.5599986808374524e-05,8.800008799880743e-06,2.057335099991178,2.057343899999978,37002.596908711836,0,0,10041,9.959565780300768,2.0,12.0,74.60000000000036,18743,10,True,True,True,3b86002
d_only,10,8,zipf_1.2,1.2,1100000,1100002,1000000,1100002,1000000,100002,1,0.00010199999087490141,1.0200019460171461e-05,2.3607937999768183,2.3608039999962784,23145.13932547016,0,0,10045,9.955400696864112,2.0,12.0,74.55999999999949,18741,10,True,True,True,3b86002
d_only,10,9,zipf_1.2,1.2,1100000,1099998,1000000,1099998,1000000,99998,1,6.670001312159002e-05,9.899988071992993e-06,2.109287700004643,2.109297599992715,31623.64595262665,0,0,10048,9.95203025477707,2.0,12.0,74.53000000000065,18739,10,True,True,True,3b86002
d_only,10,10,zipf_1.2,1.2,1100000,1099994,1000000,1099994,1000000,99994,1,6.650001159869134e-05,8.599978173151612e-06,2.028865300002508,2.028873899980681,30509.376633260727,0,0,10051,9.94866182469406,2.0,12.0,74.5,18739,10,True,True,True,3b86002
d_only,10,11,zipf_1.2,1.2,1100000,1099998,1000000,1099998,1000000,99998,1,5.740000051446259e-05,9.000010322779417e-06,2.001673099992331,2.001682100002654,34872.510140453865,0,0,10058,9.942135613442035,2.0,12.0,74.43000000000029,18739,10,True,True,True,3b86002
d_only,10,12,zipf_1.2,1.2,1100000,1100002,1000000,1100002,1000000,100002,1,6.080002640374005e-05,9.199982741847634e-06,2.0154997000063304,2.0155088999890722,33149.803037998194,0,0,10065,9.935618479880775,2.0,12.0,74.36000000000058,18739,10,True,True,True,3b86002
d_only,10,13,zipf_1.2,1.2,1100000,1099998,1000000,1099998,1000000,99998,1,5.6500022765249014e-05,8.499977411702275e-06,1.9953165000188164,1.9953249999962281,35315.47249611863,0,0,10068,9.932260627731427,2.0,12.0,74.32999999999993,18739,10,True,True,True,3b86002
d_only,10,14,zipf_1.2,1.2,1100000,1099998,1000000,1099998,1000000,99998,1,6.709998706355691e-05,9.400013368576765e-06,2.025344399997266,2.0253538000106346,30184.116102619,0,0,10072,9.928316123907864,2.0,12.0,74.28999999999905,18738,10,True,True,True,3b86002
d_only,10,15,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,7.799998275004327e-05,1.1900003300979733e-05,2.3281395999947563,2.3281514999980573,29848.102754827414,0,0,10073,9.926536285118633,2.0,12.0,74.28000000000065,18736,10,True,True,True,3b86002
d_only,10,16,zipf_1.2,1.2,1100000,1099992,1000000,1099992,1000000,99992,1,5.629999213851988e-05,8.500006515532732e-06,2.0396803000185173,2.039688800025033,36228.935787532704,0,0,10079,9.920825478718127,2.0,12.0,74.21999999999935,18736,10,True,True,True,3b86002
d_only,10,17,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,7.090001599863172e-05,1.1000025551766157e-05,2.0254433999944013,2.025454400019953,28567.756600492754,0,0,10083,9.91669146087474,2.0,12.0,74.18000000000029,18736,10,True,True,True,3b86002
d_only,10,18,zipf_1.2,1.2,1100000,1099994,1000000,1099994,1000000,99994,1,7.40000104997307e-05,9.200011845678091e-06,2.1027549999998882,2.102764200011734,28415.728400732944,0,0,10089,9.911190405392011,2.0,12.0,74.1200000000008,18736,10,True,True,True,3b86002
d_only,10,19,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,6.72000169288367e-05,8.399976650252938e-06,2.0390401000040583,2.0390484999807086,30342.975986747366,0,0,10091,9.908631453770687,2.0,12.0,74.10000000000036,18735,10,True,True,True,3b86002
d_only,10,20,zipf_1.2,1.2,1100000,1099990,1000000,1099990,1000000,99990,1,5.880001117475331e-05,8.800008799880743e-06,2.0902280999871437,2.0902368999959435,35548.23984274035,0,0,10097,9.902941467762702,2.0,12.0,74.03999999999905,18735,10,True,True,True,3b86002
d_only,10,21,zipf_1.2,1.2,1100000,1099994,1000000,1099994,1000000,99994,1,6.920000305399299e-05,9.69998654909432e-06,2.057360700011486,2.0573703999980353,29730.784815035073,0,0,10103,9.897456201128378,2.0,12.0,73.97999999999956,18733,10,True,True,True,3b86002
d_only,10,22,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,6.479999865405262e-05,9.799987310543656e-06,2.373123700002907,2.3731334999902174,36622.43131608153,0,0,10104,9.895882818685669,2.0,12.0,73.96999999999935,18730,10,True,True,True,3b86002
d_only,10,23,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,6.819999543949962e-05,1.0100018698722124e-05,2.083535399986431,2.0835455000051297,30550.52257083284,0,0,10109,9.890988228311405,2.0,12.0,73.92000000000007,18730,10,True,True,True,3b86002
d_only,10,24,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,5.910001345910132e-05,7.90000194683671e-06,2.068514700018568,2.068522600020515,35000.374432266144,0,0,10113,9.886878275486996,2.0,12.0,73.8799999999992,18730,10,True,True,True,3b86002
d_only,10,25,zipf_1.2,1.2,1100000,1099988,1000000,1099988,1000000,99988,1,6.790002225898206e-05,1.0100018698722124e-05,2.0386248999857344,2.038635000004433,30024.06968629167,0,0,10119,9.88121355865204,2.0,12.0,73.81999999999971,18728,10,True,True,True,3b86002
d_only,10,26,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,7.999999797903001e-05,1.1600001016631722e-05,2.1150946999841835,2.1151062999852,26438.82941771601,0,0,10123,9.877111528203102,2.0,12.0,73.78000000000065,18725,10,True,True,True,3b86002
d_only,10,27,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,6.940000457689166e-05,1.0799994925037026e-05,2.0185543000116013,2.0185651000065263,29085.95053145939,0,0,10127,9.873012738224547,2.0,12.0,73.73999999999978,18725,10,True,True,True,3b86002
d_only,10,28,zipf_1.2,1.2,1100000,1099982,1000000,1099982,1000000,99982,1,7.399998139590025e-05,1.1500000255182385e-05,2.060991800011834,2.0610033000120893,27851.40294814011,0,0,10131,9.868917184878097,2.0,12.0,73.70000000000073,18724,10,True,True,True,3b86002
d_only,10,29,zipf_1.2,1.2,1100000,1099982,1000000,1099982,1000000,99982,1,5.7199998991563916e-05,8.800008799880743e-06,2.3880566000007093,2.388065400009509,41749.39584110326,0,0,10136,9.864048934490924,2.0,12.0,73.64999999999964,18723,10,True,True,True,3b86002
d_only,10,30,zipf_1.2,1.2,1100000,1099980,1000000,1099980,1000000,99980,1,7.070001447573304e-05,1.0399991879239678e-05,2.0953978000034112,2.0954081999952905,29638.01656242256,0,0,10140,9.859960552268245,2.0,12.0,73.61000000000058,18720,10,True,True,True,3b86002
d_only,10,31,zipf_1.2,1.2,1100000,1099984,1000000,1099984,1000000,99984,1,6.319998647086322e-05,9.100011084228754e-06,2.0178975999879185,2.0179066999990027,31928.910315974645,0,0,10147,9.853552774218981,2.0,12.0,73.53999999999905,18720,10,True,True,True,3b86002
d_only,10,32,zipf_1.2,1.2,1100000,1099986,1000000,1099986,1000000,99986,1,5.9399986639618874e-05,8.400005754083395e-06,2.0509989999991376,2.0510074000048917,34528.75187411072,0,0,10153,9.847926721166157,2.0,12.0,73.47999999999956,18720,10,True,True,True,3b86002
