experiment,param_name,param_value,algorithm,base_clean_size,n,r_size,r_prime_size,seed,rep,conflict_ratio,fd_count,requested_fd_count,actual_nontrivial_fd_count,candidate_key_width,block_distribution,zipf_alpha,deleted_count,active_block_count,mean_deleted_block_size,max_deleted_block_size,raw_fd_index_count,bcnf_index_count,compression_ratio,index_count,validation_time_sec,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,result,candidate_consistent,code_version
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,2,4,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.3051625000080094,2.694715499994345,0.5494051999994554,3.5492922000121325,133.77725982666016,773.9375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,3,0,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.3629203000164125,22.05803270000615,0.7697897000180092,23.19078299999819,597.1004333496094,723.69921875,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,3,1,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.3345060999854468,21.934558599983575,0.8351880999980494,23.10429990000557,597.1001892089844,738.546875,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,3,2,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.3287620000191964,22.00659450000967,0.7863331999978982,23.121732100000372,597.1003112792969,738.546875,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,3,3,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.3300115000165533,20.78797899998608,0.8723517000034917,21.990388600010192,597.1002502441406,756.9453125,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,3,4,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.31162429999676533,20.372958199994173,0.8418462999979965,21.52647270000307,597.1003112792969,770.40234375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,3,0,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.35174059998826124,2.616065799986245,0.5200428999960423,3.4878659999812953,133.77730560302734,771.2109375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,3,1,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.31727340002544224,2.6636152999999467,0.5691096999798901,3.5500086000247393,133.77725982666016,772.2109375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,3,2,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.31921539999893866,2.7091025999980047,0.5374572000000626,3.565784700011136,133.77725982666016,773.2109375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,3,3,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.35516080001252703,2.7070670000102837,0.659891899995273,3.7221313000191003,133.7773666381836,773.2109375,True,True,68869e6
