batch_size,batch_index,distribution,n,seed,incremental_time,static_rebuild_time,speedup,result_match,affected_block_rows,inc_is_repair,static_is_repair
100,30,uniform,1000000,1,0.8895754000004672,0.6436628999981622,0.7235619375241538,True,129,False,False
100,31,uniform,1000000,1,0.7424013000018022,0.6503769000009925,0.8760449368817292,True,127,False,False
100,32,uniform,1000000,1,0.910865300000296,0.6439847000001464,0.7070032199052233,True,134,False,False
100,33,uniform,1000000,1,0.885054599999421,0.6775680999999167,0.7655664407601067,True,129,False,False
100,34,uniform,1000000,1,0.715176400000928,0.7246822999986762,1.0132916857963097,True,123,False,False
100,35,uniform,1000000,1,0.721969900001568,0.6786259000000427,0.9399642561255931,True,123,False,False
100,36,uniform,1000000,1,0.6742091000014625,0.6489818999980344,0.9625825281750522,True,123,False,False
100,37,uniform,1000000,1,0.8032538000006753,0.655678999999509,0.8162787402922436,True,131,False,False
100,38,uniform,1000000,1,0.7567515999980969,0.6412469999995665,0.8473678813512638,True,129,False,False
100,39,uniform,1000000,1,0.821620200000325,0.6766069000004791,0.8235032439565282,True,129,False,False
100,40,uniform,1000000,1,0.6875255000013567,0.6318644999992102,0.9190415482741562,True,123,False,False
100,41,uniform,1000000,1,0.7265817000006791,0.6857840000011493,0.9438498106964547,True,124,False,False
100,42,uniform,1000000,1,0.6246161999988544,0.6804481999970449,1.0893860902075432,True,121,False,False
100,43,uniform,1000000,1,0.6954208999995899,0.6732418999999936,0.9681070845014733,True,121,False,False
100,44,uniform,1000000,1,0.7668836000011652,0.6798653000005288,0.8865299766476892,True,127,False,False
100,45,uniform,1000000,1,0.7742071000029682,0.6496766000018397,0.8391509196949355,True,125,False,False
100,46,uniform,1000000,1,0.7500583000000915,0.6367828000002191,0.8489777394639075,True,125,False,False
100,47,uniform,1000000,1,0.8260924999995041,0.6549809999996796,0.792866416291242,True,129,False,False
100,48,uniform,1000000,1,0.703054699999484,0.6491084000008414,0.9232687015694764,True,124,False,False
100,49,uniform,1000000,1,0.9382849999965401,0.6515072000001965,0.6943596028952811,True,134,False,False
1000,0,uniform,1000000,1,7.982927199998812,0.678785500000231,0.08502964927455833,True,1270,False,False
1000,1,uniform,1000000,1,7.848025700001017,0.7535013000015169,0.09601157396839556,True,1274,False,False
1000,2,uniform,1000000,1,8.395466800000577,0.6670940000003611,0.07945883366489107,True,1297,False,False
1000,3,uniform,1000000,1,7.821268300001975,0.6404858999994758,0.08189028625949503,True,1268,False,False
1000,4,uniform,1000000,1,7.233917099998507,0.632834100000764,0.08748152505105354,True,1253,False,False
1000,5,uniform,1000000,1,7.4116525999997975,0.6515209000026516,0.0879049430895708,True,1255,False,False
1000,6,uniform,1000000,1,8.160041600000113,0.627039800001512,0.07684272099807718,True,1293,False,False
1000,7,uniform,1000000,1,8.446975499999098,0.6338722999971651,0.07504133284123209,True,1299,False,False
1000,8,uniform,1000000,1,8.195123299999977,0.6486702000001969,0.07915319590129885,True,1290,False,False
1000,9,uniform,1000000,1,8.32432820000031,0.7153982000018004,0.08594065284472732,True,1299,False,False
10000,0,uniform,1000000,1,79.79300760000115,0.7132505000008678,0.008938759440881855,True,12777,False,False
