experiment,param_name,param_value,algorithm,n,seed,rep,conflict_ratio,fd_count,candidate_key_width,skew,deleted_count,raw_fd_index_count,bcnf_index_count,compression_ratio,index_count,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,result
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,4,1,0.1,4,1,uniform,100000,4,1,0.75,4,18.10773689999769,0.7678754000007757,19.436973500000022,629.1001739501953,878.73046875,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,4,2,0.1,4,1,uniform,100000,4,1,0.75,4,17.97073239999736,0.7928603000000294,19.34644549999939,629.1002349853516,877.6484375,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,4,3,0.1,4,1,uniform,100000,4,1,0.75,4,17.949490300001344,0.7847399000020232,19.305914600001415,629.1001739501953,875.41015625,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,4,4,0.1,4,1,uniform,100000,4,1,0.75,4,18.131019500000548,0.7646399000004749,19.47993100000167,629.1002960205078,890.77734375,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,4,0,0.1,4,1,uniform,100000,4,1,0.75,1,2.242576900000131,6.310331900000165,9.13776019999932,165.7777557373047,895.5546875,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,4,1,0.1,4,1,uniform,100000,4,1,0.75,1,2.2565443000021332,6.267813500002376,9.088987399998587,165.7774887084961,904.90625,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,4,2,0.1,4,1,uniform,100000,4,1,0.75,1,2.3196434999990743,6.179083899998659,9.056178800001362,165.77770233154297,904.90625,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,4,3,0.1,4,1,uniform,100000,4,1,0.75,1,2.3878750999974727,6.268215899999632,9.195993000001181,165.77742767333984,905.01171875,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,4,4,0.1,4,1,uniform,100000,4,1,0.75,1,2.2812683999982255,6.29311830000006,9.139817899998889,165.77742767333984,905.01171875,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,5,0,0.1,4,1,uniform,100000,4,1,0.75,4,18.10826680000173,0.7947313999975449,19.472527699999773,629.1005096435547,800.0625,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,5,1,0.1,4,1,uniform,100000,4,1,0.75,4,18.119009499998356,0.782480800000485,19.50395220000064,629.1001739501953,795.171875,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,5,2,0.1,4,1,uniform,100000,4,1,0.75,4,18.088242500001797,0.7857059000016307,19.440804500001832,629.1002960205078,803.69140625,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,5,3,0.1,4,1,uniform,100000,4,1,0.75,4,18.0805134000002,0.8098107000005257,19.48016809999899,629.1001739501953,817.4765625,True
A_conflict_ratio,conflict_ratio,0.1,FD-Hash,1000000,5,4,0.1,4,1,uniform,100000,4,1,0.75,4,18.21289660000184,0.7764255000001867,19.5484183999979,629.1002960205078,817.4765625,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,5,0,0.1,4,1,uniform,100000,4,1,0.75,1,2.322969299999386,6.422193200000038,9.320318499998393,165.7777557373047,686.01953125,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,5,1,0.1,4,1,uniform,100000,4,1,0.75,1,2.25132179999855,6.360016099999484,9.183982600003219,165.7778778076172,689.12109375,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,5,2,0.1,4,1,uniform,100000,4,1,0.75,1,2.3637640999986615,6.279881599999499,9.200293600002624,165.77742767333984,689.12109375,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,5,3,0.1,4,1,uniform,100000,4,1,0.75,1,2.350902900001529,6.294947399997909,9.21064419999675,165.77770233154297,691.04296875,True
A_conflict_ratio,conflict_ratio,0.1,BCNF-Index,1000000,5,4,0.1,4,1,uniform,100000,4,1,0.75,1,2.3164593999972567,6.3775784999997995,9.243150800000876,165.77770233154297,691.04296875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,1,0,0.2,4,1,uniform,200000,4,1,0.75,4,18.538455299996713,1.6106829999989714,20.801131099997292,629.1005630493164,808.375,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,1,1,0.2,4,1,uniform,200000,4,1,0.75,4,18.120302700001048,1.5536160000010568,20.304163699998753,629.1001739501953,818.5546875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,1,2,0.2,4,1,uniform,200000,4,1,0.75,4,18.255803500000184,1.5497181999999157,20.436525699999038,629.1002960205078,818.5546875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,1,3,0.2,4,1,uniform,200000,4,1,0.75,4,18.197981599998457,1.5948518000004697,20.424542600001587,629.1001739501953,827.60546875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,1,4,0.2,4,1,uniform,200000,4,1,0.75,4,18.227031599999464,1.6211351999991166,20.462607299999945,629.1002960205078,828.30859375,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,1,0,0.2,4,1,uniform,200000,4,1,0.75,1,2.306064399999741,12.548915199997282,15.532228799998848,195.9487829208374,933.83984375,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,1,1,0.2,4,1,uniform,200000,4,1,0.75,1,2.278842400002759,12.543926800000918,15.464277700000821,195.949294090271,933.83984375,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,1,2,0.2,4,1,uniform,200000,4,1,0.75,1,2.360142800000176,12.73423990000083,15.751651599999605,195.94923305511475,793.71875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,1,3,0.2,4,1,uniform,200000,4,1,0.75,1,2.3770191999974486,12.787218500001472,15.819072399997822,195.94923305511475,796.80078125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,1,4,0.2,4,1,uniform,200000,4,1,0.75,1,2.2651296999974875,12.582646700000623,15.499273000001267,195.94923305511475,798.84765625,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,2,0,0.2,4,1,uniform,200000,4,1,0.75,4,18.537749600000097,1.5680539999993925,20.73492619999888,629.1005096435547,977.296875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,2,1,0.2,4,1,uniform,200000,4,1,0.75,4,17.876720500000374,1.5805986000013945,20.08576620000167,629.1001739501953,977.296875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,2,2,0.2,4,1,uniform,200000,4,1,0.75,4,18.08332739999969,1.5741751000023214,20.281683799999882,629.1002960205078,977.30859375,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,2,3,0.2,4,1,uniform,200000,4,1,0.75,4,18.38517040000079,1.564634999998816,20.637880499998573,629.1001739501953,981.79296875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,2,4,0.2,4,1,uniform,200000,4,1,0.75,4,18.583892599999672,1.5881434000002628,20.81319050000093,629.1002960205078,981.79296875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,2,0,0.2,4,1,uniform,200000,4,1,0.75,1,2.3376080999987607,13.045567299999675,16.047694999997475,195.94841480255127,985.42578125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,2,1,0.2,4,1,uniform,200000,4,1,0.75,1,2.3916384000003745,12.743384699999297,15.802866400001221,195.94892597198486,1062.6015625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,2,2,0.2,4,1,uniform,200000,4,1,0.75,1,2.4099305999989156,12.917383800002426,15.971571899997798,195.9488649368286,1062.6015625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,2,3,0.2,4,1,uniform,200000,4,1,0.75,1,2.336721600000601,13.428883600001427,16.50210800000059,195.9488649368286,1062.63671875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,2,4,0.2,4,1,uniform,200000,4,1,0.75,1,2.475107999998727,13.376705700000457,16.52158849999978,195.9488649368286,1062.63671875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,3,0,0.2,4,1,uniform,200000,4,1,0.75,4,18.465394099999685,1.5946785000014643,20.72274860000107,629.1005096435547,838.8828125,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,3,1,0.2,4,1,uniform,200000,4,1,0.75,4,18.178422599998157,1.5366388999973424,20.343790799997805,629.1001739501953,844.140625,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,3,2,0.2,4,1,uniform,200000,4,1,0.75,4,18.097598699998343,1.5120065999981307,20.228628000000754,629.1002960205078,844.140625,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,3,3,0.2,4,1,uniform,200000,4,1,0.75,4,17.931177400001616,1.5953019999979006,20.157936999999947,629.1001739501953,852.38671875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,3,4,0.2,4,1,uniform,200000,4,1,0.75,4,18.058038099999976,1.5711440000013681,20.269319600000017,629.1002960205078,855.91796875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,3,0,0.2,4,1,uniform,200000,4,1,0.75,1,2.284947199997987,12.532687199996872,15.447362399998383,195.9480791091919,960.7265625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,3,1,0.2,4,1,uniform,200000,4,1,0.75,1,2.2669476000010036,12.449235899999621,15.35931139999957,195.9485902786255,962.74609375,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,3,2,0.2,4,1,uniform,200000,4,1,0.75,1,2.303547899999103,12.555857000003016,15.484474799999589,195.94852924346924,963.8515625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,3,3,0.2,4,1,uniform,200000,4,1,0.75,1,2.3013379000003624,12.563758000000234,15.495222800000192,195.94852924346924,966.859375,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,3,4,0.2,4,1,uniform,200000,4,1,0.75,1,2.30498770000122,12.624166500001593,15.560270900001342,195.94852924346924,969.86328125,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,4,0,0.2,4,1,uniform,200000,4,1,0.75,4,18.40963080000074,1.5793683000010788,20.631996999996773,629.1005096435547,994.37890625,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,4,1,0.2,4,1,uniform,200000,4,1,0.75,4,17.955000499998278,1.5656627999997,20.137607199998456,629.1001739501953,996.33984375,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,4,2,0.2,4,1,uniform,200000,4,1,0.75,4,18.181286099999852,1.546138300000166,20.389234700000088,629.1002960205078,996.33984375,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,4,3,0.2,4,1,uniform,200000,4,1,0.75,4,18.248746700002812,1.5202315999995335,20.407532600002014,629.1001739501953,1002.42578125,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,4,4,0.2,4,1,uniform,200000,4,1,0.75,4,18.004880000000412,1.5750200999973458,20.19326530000035,629.1002960205078,1002.42578125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,4,0,0.2,4,1,uniform,200000,4,1,0.75,1,2.2665569000018877,12.541439000000537,15.4367908000022,195.94884777069092,1007.9453125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,4,1,0.2,4,1,uniform,200000,4,1,0.75,1,2.2727176999978838,12.48966350000046,15.429044699998485,195.9493589401245,1067.23828125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,4,2,0.2,4,1,uniform,200000,4,1,0.75,1,2.3110536000021966,12.338171899998997,15.260482599998795,195.94929790496826,1067.23828125,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,4,3,0.2,4,1,uniform,200000,4,1,0.75,1,2.291414100000111,12.345189600000595,15.276919100000669,195.94929790496826,1068.01171875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,4,4,0.2,4,1,uniform,200000,4,1,0.75,1,2.2617998999994597,12.577510299997812,15.491767499999696,195.94929790496826,1068.01171875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,5,0,0.2,4,1,uniform,200000,4,1,0.75,4,18.479508200001874,1.5497004999997444,20.673534099998506,629.1005096435547,864.73046875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,5,1,0.2,4,1,uniform,200000,4,1,0.75,4,18.1663910999996,1.5956466000025102,20.438891599998897,629.1001739501953,864.73046875,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,5,2,0.2,4,1,uniform,200000,4,1,0.75,4,18.339473300002282,1.5757158999986132,20.531089599997358,629.1002960205078,863.125,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,5,3,0.2,4,1,uniform,200000,4,1,0.75,4,18.28283459999875,1.5378784000022279,20.455291099999158,629.1001739501953,863.125,True
A_conflict_ratio,conflict_ratio,0.2,FD-Hash,1000000,5,4,0.2,4,1,uniform,200000,4,1,0.75,4,18.289924599997903,1.5595996000010928,20.468515199998365,629.1002960205078,882.09765625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,5,0,0.2,4,1,uniform,200000,4,1,0.75,1,2.2518400000008114,12.554506299999048,15.429500099999132,195.9482126235962,983.91015625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,5,1,0.2,4,1,uniform,200000,4,1,0.75,1,2.3333464000024833,12.47803550000026,15.446938299999601,195.94872379302979,986.96875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,5,2,0.2,4,1,uniform,200000,4,1,0.75,1,2.2888175000007323,12.480509700002585,15.412259900000208,195.94866275787354,986.96875,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,5,3,0.2,4,1,uniform,200000,4,1,0.75,1,2.253039200000785,12.473636700000498,15.347735999999713,195.94866275787354,986.9765625,True
A_conflict_ratio,conflict_ratio,0.2,BCNF-Index,1000000,5,4,0.2,4,1,uniform,200000,4,1,0.75,1,2.2641078000015114,12.437335800001165,15.309157100000448,195.94866275787354,987.98046875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,1,0,0.4,4,1,uniform,400000,4,1,0.75,4,18.606349699999555,3.1078292000020156,22.50137790000008,669.1007232666016,949.02734375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,1,1,0.4,4,1,uniform,400000,4,1,0.75,4,18.041408600001887,3.105256599999848,21.9970229999999,669.1003341674805,949.02734375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,1,2,0.4,4,1,uniform,400000,4,1,0.75,4,18.382491899999877,3.1536545000017213,22.389501000001474,669.100456237793,937.71875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,1,3,0.4,4,1,uniform,400000,4,1,0.75,4,18.48675269999876,3.0968562999987626,22.395526100001007,669.1003952026367,941.6484375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,1,4,0.4,4,1,uniform,400000,4,1,0.75,4,18.21446730000025,3.072642699997232,22.10564069999964,669.100456237793,948.8671875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,1,0,0.4,4,1,uniform,400000,4,1,0.75,1,2.258926899998187,25.231159200000548,28.300714900000457,306.8617105484009,1161.1015625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,1,1,0.4,4,1,uniform,400000,4,1,0.75,1,2.353951400000369,24.971122499999183,28.11328290000165,306.8622217178345,1163.296875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,1,2,0.4,4,1,uniform,400000,4,1,0.75,1,2.2423902999980783,25.066698499998893,28.13794870000129,306.8621606826782,1163.296875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,1,3,0.4,4,1,uniform,400000,4,1,0.75,1,2.2918124999996508,24.82132019999699,27.91535769999973,306.8621606826782,1164.296875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,1,4,0.4,4,1,uniform,400000,4,1,0.75,1,2.312976900000649,24.9803021000007,28.11135690000083,306.8621606826782,1166.296875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,2,0,0.4,4,1,uniform,400000,4,1,0.75,4,18.386238999999478,3.2357644000003347,22.447571900000185,669.1006698608398,1144.1875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,2,1,0.4,4,1,uniform,400000,4,1,0.75,4,18.199964600000385,3.2074452999986534,22.231809499997325,669.1003341674805,1144.1875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,2,2,0.4,4,1,uniform,400000,4,1,0.75,4,17.882725600000413,3.158433699998568,21.849576900000102,669.100456237793,1143.8671875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,2,3,0.4,4,1,uniform,400000,4,1,0.75,4,18.05037799999991,3.1437688000005437,21.97122209999725,669.1003952026367,1148.2109375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,2,4,0.4,4,1,uniform,400000,4,1,0.75,4,18.03535760000159,3.1003410999983316,21.942749699999695,669.100456237793,1149.921875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,2,0,0.4,4,1,uniform,400000,4,1,0.75,1,2.2692410000017844,24.794802000000345,27.859660399997665,306.8603868484497,1197.12109375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,2,1,0.4,4,1,uniform,400000,4,1,0.75,1,2.264347300002555,24.89831239999694,27.962703799999872,306.8608980178833,1361.3359375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,2,2,0.4,4,1,uniform,400000,4,1,0.75,1,2.2752804000010656,24.767439700000978,27.84472370000003,306.86083698272705,1361.3359375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,2,3,0.4,4,1,uniform,400000,4,1,0.75,1,2.330178699998214,24.98857019999923,28.106034000000363,306.86083698272705,1361.4140625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,2,4,0.4,4,1,uniform,400000,4,1,0.75,1,2.2737271999976656,24.729454799999075,27.813250600000174,306.86083698272705,1361.4140625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,3,0,0.4,4,1,uniform,400000,4,1,0.75,4,18.34159539999746,3.080720100002509,22.24963729999945,669.1006698608398,965.94140625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,3,1,0.4,4,1,uniform,400000,4,1,0.75,4,18.06169790000058,3.1072813000027963,22.00062590000016,669.1003341674805,963.12890625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,3,2,0.4,4,1,uniform,400000,4,1,0.75,4,18.018787600001815,3.077761399999872,21.879204400000162,669.100456237793,963.12890625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,3,3,0.4,4,1,uniform,400000,4,1,0.75,4,17.88948999999775,3.1480248000007123,21.836663200003386,669.1003952026367,973.6953125,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,3,4,0.4,4,1,uniform,400000,4,1,0.75,4,18.35093010000128,3.197600399998919,22.337910800000827,669.100456237793,974.91796875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,3,0,0.4,4,1,uniform,400000,4,1,0.75,1,2.2642486999975517,25.084638699998322,28.13969670000006,306.86074447631836,1185.19140625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,3,1,0.4,4,1,uniform,400000,4,1,0.75,1,2.322812399997929,24.929309600000124,28.04766430000018,306.86125564575195,1187.390625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,3,2,0.4,4,1,uniform,400000,4,1,0.75,1,2.309891400000197,24.802856500002235,27.9083821000022,306.8611946105957,1187.390625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,3,3,0.4,4,1,uniform,400000,4,1,0.75,1,2.2586422999993374,24.816681499996776,27.86141409999982,306.8611946105957,1190.390625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,3,4,0.4,4,1,uniform,400000,4,1,0.75,1,2.3783584000011615,25.083215700000437,28.240069700001186,306.8611946105957,1192.390625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,4,0,0.4,4,1,uniform,400000,4,1,0.75,4,18.189028400000097,3.207161400001496,22.22142420000091,669.1006698608398,1163.8828125,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,4,1,0.4,4,1,uniform,400000,4,1,0.75,4,17.825543599999946,3.117097599999397,21.758198999999877,669.1003341674805,1169.4609375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,4,2,0.4,4,1,uniform,400000,4,1,0.75,4,17.860724899997876,3.116219200001069,21.82011500000226,669.100456237793,1169.4609375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,4,3,0.4,4,1,uniform,400000,4,1,0.75,4,18.094714200000453,3.0657294999982696,21.944475399999646,669.1003952026367,1173.87890625,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,4,4,0.4,4,1,uniform,400000,4,1,0.75,4,17.85627899999963,3.058569000000716,21.744965000001685,669.100456237793,1173.87890625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,4,0,0.4,4,1,uniform,400000,4,1,0.75,1,2.27352609999798,25.063014100000146,28.130087500001537,306.86141872406006,1203.06640625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,4,1,0.4,4,1,uniform,400000,4,1,0.75,1,2.344160299999203,24.985802899998816,28.125292799999443,306.86192989349365,1383.2265625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,4,2,0.4,4,1,uniform,400000,4,1,0.75,1,2.2525509999977658,25.166406699998333,28.22518289999789,306.8618688583374,1383.2265625,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,4,3,0.4,4,1,uniform,400000,4,1,0.75,1,2.351886699998431,24.93063980000079,28.06482699999833,306.8618688583374,1384.29296875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,4,4,0.4,4,1,uniform,400000,4,1,0.75,1,2.3074588000017684,24.84258950000003,27.953599100001156,306.8618688583374,1384.29296875,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,5,0,0.4,4,1,uniform,400000,4,1,0.75,4,17.92432650000046,3.121774799998093,21.895806699998502,669.1006698608398,993.20703125,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,5,1,0.4,4,1,uniform,400000,4,1,0.75,4,17.840511800000968,3.1201225999975577,21.761690600000293,669.1003341674805,1001.83984375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,5,2,0.4,4,1,uniform,400000,4,1,0.75,4,17.72002180000345,3.1090684000009787,21.641159999999218,669.100456237793,1008.46484375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,5,3,0.4,4,1,uniform,400000,4,1,0.75,4,17.718975699997827,3.1262315999993007,21.633185899998352,669.1003952026367,1008.46484375,True
A_conflict_ratio,conflict_ratio,0.4,FD-Hash,1000000,5,4,0.4,4,1,uniform,400000,4,1,0.75,4,18.1161022999986,3.1094731999983196,22.062429599998723,669.100456237793,1008.93359375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,5,0,0.4,4,1,uniform,400000,4,1,0.75,1,2.3183294000009482,25.020811599999433,28.142953899998247,306.86133670806885,1212.35546875,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,5,1,0.4,4,1,uniform,400000,4,1,0.75,1,2.3119111000014527,25.250538599997526,28.385477399999218,306.86184787750244,1219.4609375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,5,2,0.4,4,1,uniform,400000,4,1,0.75,1,2.3218382999984897,24.846764199999598,27.98046460000114,306.8617868423462,1219.4609375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,5,3,0.4,4,1,uniform,400000,4,1,0.75,1,2.371490300000005,25.018639599999005,28.208166100001108,306.8617868423462,1216.34375,True
A_conflict_ratio,conflict_ratio,0.4,BCNF-Index,1000000,5,4,0.4,4,1,uniform,400000,4,1,0.75,1,2.2464981000011903,24.76725989999977,27.817660100001376,306.8617868423462,1216.34375,True
B_fd_count,fd_count,1,FD-Hash,1000000,1,0,0.1,1,1,uniform,100000,1,1,0.0,1,4.892909900001541,0.8043201000000408,6.2659420000018144,257.33058166503906,784.03125,True
B_fd_count,fd_count,1,FD-Hash,1000000,1,1,0.1,1,1,uniform,100000,1,1,0.0,1,4.840610499999457,0.7967924000004132,6.2168443000009574,257.3299789428711,784.578125,True
B_fd_count,fd_count,1,FD-Hash,1000000,1,2,0.1,1,1,uniform,100000,1,1,0.0,1,4.7497416000005614,0.8024224000000686,6.1393411999997625,257.3300018310547,784.578125,True
B_fd_count,fd_count,1,FD-Hash,1000000,1,3,0.1,1,1,uniform,100000,1,1,0.0,1,4.843152499997814,0.7775571000020136,6.203860800000257,257.3299789428711,784.59375,True
B_fd_count,fd_count,1,FD-Hash,1000000,1,4,0.1,1,1,uniform,100000,1,1,0.0,1,4.80232149999938,0.8135332999991078,6.199429599997529,257.3300018310547,785.02734375,True
B_fd_count,fd_count,1,BCNF-Index,1000000,1,0,0.1,1,1,uniform,100000,1,1,0.0,1,2.253571000001102,6.2126897999987705,9.029490000000806,165.7777099609375,837.39453125,True
B_fd_count,fd_count,1,BCNF-Index,1000000,1,1,0.1,1,1,uniform,100000,1,1,0.0,1,2.3186277999993763,6.305353199997626,9.207024800001818,165.77753448486328,839.3359375,True
B_fd_count,fd_count,1,BCNF-Index,1000000,1,2,0.1,1,1,uniform,100000,1,1,0.0,1,2.2382766000009724,6.2784616999997525,9.06794219999938,165.77765655517578,840.3359375,True
B_fd_count,fd_count,1,BCNF-Index,1000000,1,3,0.1,1,1,uniform,100000,1,1,0.0,1,2.2626648000004934,6.297693199998321,9.120570899998711,165.77765655517578,842.09375,True
B_fd_count,fd_count,1,BCNF-Index,1000000,1,4,0.1,1,1,uniform,100000,1,1,0.0,1,2.3103059999994002,6.247767199998634,9.122784900002443,165.77747344970703,844.2890625,True
B_fd_count,fd_count,1,FD-Hash,1000000,2,0,0.1,1,1,uniform,100000,1,1,0.0,1,4.954212899996492,0.8078170999979193,6.333279100002983,257.33058166503906,1016.78515625,True
B_fd_count,fd_count,1,FD-Hash,1000000,2,1,0.1,1,1,uniform,100000,1,1,0.0,1,4.831985100001475,0.8059619999985443,6.218395599997166,257.3299789428711,1016.703125,True
B_fd_count,fd_count,1,FD-Hash,1000000,2,2,0.1,1,1,uniform,100000,1,1,0.0,1,4.899640799998451,0.8075346000005084,6.2897591999972065,257.3300018310547,1016.703125,True
B_fd_count,fd_count,1,FD-Hash,1000000,2,3,0.1,1,1,uniform,100000,1,1,0.0,1,4.907235300001048,0.8076704000013706,6.265267399998265,257.3299789428711,1015.6796875,True
B_fd_count,fd_count,1,FD-Hash,1000000,2,4,0.1,1,1,uniform,100000,1,1,0.0,1,4.848290099998849,0.7975122999996529,6.200853400001506,257.3300018310547,1015.671875,True
B_fd_count,fd_count,1,BCNF-Index,1000000,2,0,0.1,1,1,uniform,100000,1,1,0.0,1,2.3233126000013726,6.319016499997815,9.19927910000115,165.7777099609375,825.41796875,True
