/*algorithm,case_type,n,seed,rep,conflict_ratio,fd_count,candidate_key_width,deleted_count,index_count,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,peak_memory_mb,result,timeout
FD-Hash,pass,10000,1,4,0.1,4,1,1000,4,0.17028810000010708,0.006963800000448828,0.1804508999994141,6.141929626464844,36.37890625,6.141929626464844,True,False
BCNF-Index,pass,10000,1,0,0.1,4,1,1000,1,0.020626800000172807,0.05561399999896821,0.07901879999917583,1.865234375,36.67578125,1.865234375,True,False
BCNF-Index,pass,10000,1,1,0.1,4,1,1000,1,0.021689799999876413,0.056089899999278714,0.08097060000000056,1.865234375,36.6875,1.865234375,True,False
BCNF-Index,pass,10000,1,2,0.1,4,1,1000,1,0.023199799999929382,0.05553650000001653,0.0826798999987659,1.8650131225585938,36.6875,1.8650131225585938,True,False
BCNF-Index,pass,10000,1,3,0.1,4,1,1000,1,0.021438400000988622,0.054976400000668946,0.07953019999877142,1.8653411865234375,36.69140625,1.8653411865234375,True,False
BCNF-Index,pass,10000,1,4,0.1,4,1,1000,1,0.021606599999358878,0.05581770000026154,0.0805069000016374,1.865234375,36.69140625,1.865234375,True,False
Singleton-FullScan,fail,10000,1,0,0.1,4,1,1001,0,0.0,3.5270590000000084,3.7144570000000385,2.0233278274536133,32.3359375,2.0233278274536133,False,False
Singleton-FullScan,fail,10000,1,1,0.1,4,1,1001,0,0.0,18.18776009999965,18.37906440000006,2.188572883605957,32.24609375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,1,2,0.1,4,1,1001,0,0.0,16.605106300001353,16.801537599998483,2.188572883605957,32.32421875,2.188572883605957,False,False
Singleton-FullScan,fail,10000,1,3,0.1,4,1,1001,0,0.0,11.46444270000029,11.649756200000411,2.188572883605957,32.3203125,2.188572883605957,False,False
Singleton-FullScan,fail,10000,1,4,0.1,4,1,1001,0,0.0,3.849212600000101,4.038803499999631,2.0233278274536133,32.09765625,2.0233278274536133,False,False
FD-Hash,fail,10000,1,0,0.1,4,1,1001,4,0.1679378999997425,0.0052312999996502185,0.17592409999997471,6.141929626464844,37.02734375,6.141929626464844,False,False
FD-Hash,fail,10000,1,1,0.1,4,1,1001,4,0.16750150000007125,0.005096299999422627,0.17559609999989334,6.141929626464844,36.9609375,6.141929626464844,False,False
FD-Hash,fail,10000,1,2,0.1,4,1,1001,4,0.1699628999995184,0.005242700000962941,0.1783704999998008,6.141929626464844,37.0234375,6.141929626464844,False,False
FD-Hash,fail,10000,1,3,0.1,4,1,1001,4,0.1715555000009772,0.005255800000668387,0.17996599999969476,6.141929626464844,37.0234375,6.141929626464844,False,False
FD-Hash,fail,10000,1,4,0.1,4,1,1001,4,0.1701716999996279,0.0048973000011756085,0.1783756999993784,6.141929626464844,36.9609375,6.141929626464844,False,False
BCNF-Index,fail,10000,1,0,0.1,4,1,1001,1,0.022681399999783025,0.04057670000111102,0.06605379999928118,1.865234375,37.125,1.865234375,False,False
BCNF-Index,fail,10000,1,1,0.1,4,1,1001,1,0.021934500000497792,0.03999189999922237,0.06537589999970805,1.865234375,37.125,1.865234375,False,False
BCNF-Index,fail,10000,1,2,0.1,4,1,1001,1,0.024317399998835754,0.04019999999945867,0.06743340000139142,1.8650131225585938,37.125,1.8650131225585938,False,False
BCNF-Index,fail,10000,1,3,0.1,4,1,1001,1,0.021979299999657087,0.0406278000009479,0.06595889999880455,1.8653411865234375,37.0546875,1.8653411865234375,False,False
BCNF-Index,fail,10000,1,4,0.1,4,1,1001,1,0.02271920000021055,0.03949629999988247,0.06532609999885608,1.865234375,36.7890625,1.865234375,False,False
Singleton-FullScan,pass,10000,2,0,0.1,4,1,1000,0,0.0,46.92107119999855,47.11235999999917,2.1886796951293945,32.67578125,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,2,1,0.1,4,1,1000,0,0.0,45.92102150000028,46.10451579999972,2.1886796951293945,32.28515625,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,2,2,0.1,4,1,1000,0,0.0,46.75388080000084,46.93898090000039,2.1886796951293945,32.41796875,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,2,3,0.1,4,1,1000,0,0.0,46.4441010999999,46.627986299999975,2.1886796951293945,32.25,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,2,4,0.1,4,1,1000,0,0.0,46.945914599999014,47.132723499998974,2.1886796951293945,32.46484375,2.1886796951293945,True,False
FD-Hash,pass,10000,2,0,0.1,4,1,1000,4,0.16897339999923133,0.007879400000092573,0.179757800000516,6.141929626464844,39.28125,6.141929626464844,True,False
FD-Hash,pass,10000,2,1,0.1,4,1,1000,4,0.17400930000076187,0.0070928000004641945,0.18407740000111517,6.141929626464844,39.22265625,6.141929626464844,True,False
FD-Hash,pass,10000,2,2,0.1,4,1,1000,4,0.1697746999998344,0.007101899998815497,0.17976049999924726,6.141929626464844,39.3125,6.141929626464844,True,False
FD-Hash,pass,10000,2,3,0.1,4,1,1000,4,0.16945080000004964,0.007411800001136726,0.17988660000082746,6.141929626464844,39.3125,6.141929626464844,True,False
FD-Hash,pass,10000,2,4,0.1,4,1,1000,4,0.16957069999989471,0.006649400000242167,0.17956480000066222,6.141929626464844,39.3125,6.141929626464844,True,False
BCNF-Index,pass,10000,2,0,0.1,4,1,1000,1,0.021744700001363526,0.05531919999884849,0.08049830000163638,1.865234375,39.51953125,1.865234375,True,False
BCNF-Index,pass,10000,2,1,0.1,4,1,1000,1,0.02159909999863885,0.060117900000477675,0.08495030000085535,1.865234375,39.66015625,1.865234375,True,False
BCNF-Index,pass,10000,2,2,0.1,4,1,1000,1,0.02723830000104499,0.0565876999989996,0.08673160000034841,1.8650131225585938,39.66015625,1.8650131225585938,True,False
BCNF-Index,pass,10000,2,3,0.1,4,1,1000,1,0.0228886999993847,0.061562700000649784,0.08777609999924607,1.8653411865234375,39.66015625,1.8653411865234375,True,False
BCNF-Index,pass,10000,2,4,0.1,4,1,1000,1,0.022620499999902677,0.05673019999994722,0.0826258000015514,1.865234375,39.60546875,1.865234375,True,False
Singleton-FullScan,fail,10000,2,0,0.1,4,1,1001,0,0.0,4.280220200000258,4.463806599998861,2.0233278274536133,31.546875,2.0233278274536133,False,False
Singleton-FullScan,fail,10000,2,1,0.1,4,1,1001,0,0.0,26.53441380000004,26.718780100000004,2.188572883605957,31.953125,2.188572883605957,False,False
Singleton-FullScan,fail,10000,2,2,0.1,4,1,1001,0,0.0,39.62506229999963,39.81040200000098,2.188572883605957,32.4453125,2.188572883605957,False,False
Singleton-FullScan,fail,10000,2,3,0.1,4,1,1001,0,0.0,25.118562400000883,25.29991439999867,2.188572883605957,32.12109375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,2,4,0.1,4,1,1001,0,0.0,22.882160599998315,23.065422400000898,2.188572883605957,32.16796875,2.188572883605957,False,False
FD-Hash,fail,10000,2,0,0.1,4,1,1001,4,0.18215830000008282,0.0038712000005034497,0.1888238999999885,6.141929626464844,38.8515625,6.141929626464844,False,False
FD-Hash,fail,10000,2,1,0.1,4,1,1001,4,0.1819813999991311,0.0038592000000789994,0.1893372000013187,6.141929626464844,38.91015625,6.141929626464844,False,False
FD-Hash,fail,10000,2,2,0.1,4,1,1001,4,0.18183790000148292,0.0035613000000012107,0.1888771000012639,6.141929626464844,39.03515625,6.141929626464844,False,False
FD-Hash,fail,10000,2,3,0.1,4,1,1001,4,0.18047769999975571,0.00461159999940719,0.18768550000095274,6.141929626464844,39.03515625,6.141929626464844,False,False
FD-Hash,fail,10000,2,4,0.1,4,1,1001,4,0.17492900000070222,0.0037537000007432653,0.18206110000028275,6.141929626464844,38.91796875,6.141929626464844,False,False
BCNF-Index,fail,10000,2,0,0.1,4,1,1001,1,0.0232345999993413,0.031098199999178178,0.05734239999947022,1.865234375,39.07421875,1.865234375,False,False
BCNF-Index,fail,10000,2,1,0.1,4,1,1001,1,0.02290770000035991,0.031875799999397714,0.05821819999982836,1.865234375,39.02734375,1.865234375,False,False
BCNF-Index,fail,10000,2,2,0.1,4,1,1001,1,0.026313099999242695,0.02935070000057749,0.058492200001637684,1.8650131225585938,39.02734375,1.8650131225585938,False,False
BCNF-Index,fail,10000,2,3,0.1,4,1,1001,1,0.020827800000915886,0.03243119999933697,0.05591080000158399,1.8653411865234375,39.1015625,1.8653411865234375,False,False
BCNF-Index,fail,10000,2,4,0.1,4,1,1001,1,0.022345700001096702,0.030358799998793984,0.055806300000767806,1.865234375,39.1015625,1.865234375,False,False
Singleton-FullScan,pass,10000,3,0,0.1,4,1,1000,0,0.0,47.01706010000089,47.20083599999998,2.1886796951293945,32.01953125,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,3,1,0.1,4,1,1000,0,0.0,47.3896048000006,47.57668360000025,2.1886796951293945,32.32421875,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,3,2,0.1,4,1,1000,0,0.0,47.13825739999993,47.32848709999962,2.1886796951293945,32.625,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,3,3,0.1,4,1,1000,0,0.0,46.44665030000033,46.6312209000007,2.1886796951293945,32.3359375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,3,4,0.1,4,1,1000,0,0.0,46.723514799999975,46.91088520000085,2.1886796951293945,32.359375,2.1886796951293945,True,False
FD-Hash,pass,10000,3,0,0.1,4,1,1000,4,0.1784778000001097,0.007051500000670785,0.18889429999944696,6.141929626464844,39.8203125,6.141929626464844,True,False
FD-Hash,pass,10000,3,1,0.1,4,1,1000,4,0.172522900000331,0.007690700000239303,0.18348010000045178,6.141929626464844,39.87890625,6.141929626464844,True,False
FD-Hash,pass,10000,3,2,0.1,4,1,1000,4,0.17879959999845596,0.00692940000044473,0.18849490000138758,6.141929626464844,39.89453125,6.141929626464844,True,False
FD-Hash,pass,10000,3,3,0.1,4,1,1000,4,0.1770479000006162,0.007434300001477823,0.18774159999884432,6.141929626464844,39.89453125,6.141929626464844,True,False
FD-Hash,pass,10000,3,4,0.1,4,1,1000,4,0.17672260000108508,0.007579399998576264,0.18737210000108462,6.141929626464844,39.8984375,6.141929626464844,True,False
BCNF-Index,pass,10000,3,0,0.1,4,1,1000,1,0.021880199999941397,0.05588530000022729,0.08028349999949569,1.865234375,41.375,1.865234375,True,False
BCNF-Index,pass,10000,3,1,0.1,4,1,1000,1,0.02082680000057735,0.057984299999588984,0.08201350000126695,1.865234375,40.19921875,1.865234375,True,False
BCNF-Index,pass,10000,3,2,0.1,4,1,1000,1,0.02196850000109407,0.05430559999877005,0.07922099999996135,1.865234375,40.19921875,1.865234375,True,False
BCNF-Index,pass,10000,3,3,0.1,4,1,1000,1,0.023251700000400888,0.0550626000003831,0.08107849999942118,1.8650131225585938,40.1953125,1.8650131225585938,True,False
BCNF-Index,pass,10000,3,4,0.1,4,1,1000,1,0.021505000000615837,0.05425149999973655,0.07895580000149494,1.8653411865234375,40.2578125,1.8653411865234375,True,False
Singleton-FullScan,fail,10000,3,0,0.1,4,1,1001,0,0.0,12.783832200000688,12.969537099999798,2.188572883605957,31.97265625,2.188572883605957,False,False
Singleton-FullScan,fail,10000,3,1,0.1,4,1,1001,0,0.0,7.963475099999414,8.147047099999327,2.188572883605957,32.2109375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,3,2,0.1,4,1,1001,0,0.0,7.339155100000426,7.527105400000437,2.188572883605957,32.19140625,2.188572883605957,False,False
Singleton-FullScan,fail,10000,3,3,0.1,4,1,1001,0,0.0,34.373723900000186,34.56421610000143,2.188572883605957,32.578125,2.188572883605957,False,False
Singleton-FullScan,fail,10000,3,4,0.1,4,1,1001,0,0.0,6.425182200000563,6.609981900001003,2.188572883605957,32.1171875,2.188572883605957,False,False
FD-Hash,fail,10000,3,0,0.1,4,1,1001,4,0.17193130000123347,0.005328100000042468,0.1802346000004036,6.141929626464844,39.49609375,6.141929626464844,False,False
FD-Hash,fail,10000,3,1,0.1,4,1,1001,4,0.17164130000128353,0.006020000000717118,0.18080319999899075,6.141929626464844,39.453125,6.141929626464844,False,False
FD-Hash,fail,10000,3,2,0.1,4,1,1001,4,0.17422550000082992,0.005826800001159427,0.1832472999994934,6.141929626464844,39.39453125,6.141929626464844,False,False
FD-Hash,fail,10000,3,3,0.1,4,1,1001,4,0.17301559999941674,0.00572209999882034,0.18177670000113721,6.141929626464844,39.66796875,6.141929626464844,False,False
FD-Hash,fail,10000,3,4,0.1,4,1,1001,4,0.17396580000058748,0.006303800000750925,0.18343519999871205,6.141929626464844,39.66796875,6.141929626464844,False,False
BCNF-Index,fail,10000,3,0,0.1,4,1,1001,1,0.0205604000002495,0.04450830000132555,0.06772739999905752,1.865234375,41.1328125,1.865234375,False,False
BCNF-Index,fail,10000,3,1,0.1,4,1,1001,1,0.021902200000113226,0.04405829999996058,0.06905569999980798,1.865234375,39.69140625,1.865234375,False,False
BCNF-Index,fail,10000,3,2,0.1,4,1,1001,1,0.020591600001353072,0.04342499999984284,0.06738989999939804,1.865234375,39.62890625,1.865234375,False,False
BCNF-Index,fail,10000,3,3,0.1,4,1,1001,1,0.024149900000338675,0.043629300000247895,0.07058770000003278,1.8650131225585938,39.75390625,1.8650131225585938,False,False
BCNF-Index,fail,10000,3,4,0.1,4,1,1001,1,0.02123799999935727,0.04634749999968335,0.07056720000036876,1.8653411865234375,39.75390625,1.8653411865234375,False,False
Singleton-FullScan,pass,10000,4,0,0.1,4,1,1000,0,0.0,46.939132900000914,47.1277955000005,2.1886796951293945,32.6484375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,4,1,0.1,4,1,1000,0,0.0,47.08041780000167,47.26759990000028,2.1886796951293945,32.3359375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,4,2,0.1,4,1,1000,0,0.0,46.75441179999871,46.945770000000266,2.1886796951293945,32.24609375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,4,3,0.1,4,1,1000,0,0.0,46.91137710000112,47.10231430000022,2.1886796951293945,32.6328125,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,4,4,0.1,4,1,1000,0,0.0,46.82762619999994,47.01406289999977,2.1886796951293945,32.23828125,2.1886796951293945,True,False
FD-Hash,pass,10000,4,0,0.1,4,1,1000,4,0.17191019999881973,0.008089199998721597,0.18257899999844085,6.141929626464844,40.08984375,6.141929626464844,True,False
FD-Hash,pass,10000,4,1,0.1,4,1,1000,4,0.17513069999949948,0.007049499999993714,0.18500330000097165,6.141929626464844,39.96484375,6.141929626464844,True,False
FD-Hash,pass,10000,4,2,0.1,4,1,1000,4,0.17489060000116297,0.007646300000487827,0.18544469999869762,6.141929626464844,40.03125,6.141929626464844,True,False
FD-Hash,pass,10000,4,3,0.1,4,1,1000,4,0.17605079999884765,0.006489499999588588,0.1851427000001422,6.141929626464844,40.03125,6.141929626464844,True,False
FD-Hash,pass,10000,4,4,0.1,4,1,1000,4,0.17439489999924263,0.007959399999890593,0.18518799999947078,6.141929626464844,40.03125,6.141929626464844,True,False
BCNF-Index,pass,10000,4,0,0.1,4,1,1000,1,0.020835799999986193,0.055965899999137037,0.07914590000109456,1.865234375,41.640625,1.865234375,True,False
BCNF-Index,pass,10000,4,1,0.1,4,1,1000,1,0.02035009999963222,0.05524429999968561,0.0780441000006249,1.865234375,40.33203125,1.865234375,True,False
BCNF-Index,pass,10000,4,2,0.1,4,1,1000,1,0.021263599999656435,0.057906799998818315,0.08184279999841237,1.865234375,40.33203125,1.865234375,True,False
BCNF-Index,pass,10000,4,3,0.1,4,1,1000,1,0.021963299999697483,0.056534600000304636,0.08168980000118609,1.8653411865234375,40.39453125,1.8653411865234375,True,False
BCNF-Index,pass,10000,4,4,0.1,4,1,1000,1,0.021045000001322478,0.05422480000015639,0.07824559999971825,1.865234375,40.39453125,1.865234375,True,False
Singleton-FullScan,fail,10000,4,0,0.1,4,1,1001,0,0.0,41.63126809999994,41.81793789999938,2.188572883605957,32.359375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,4,1,0.1,4,1,1001,0,0.0,38.69883360000131,38.88359399999899,2.188572883605957,32.41796875,2.188572883605957,False,False
Singleton-FullScan,fail,10000,4,2,0.1,4,1,1001,0,0.0,27.974740400000883,28.1582271999996,2.188572883605957,32.12109375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,4,3,0.1,4,1,1001,0,0.0,39.38247700000102,39.56718170000022,2.188572883605957,32.1484375,2.188572883605957,False,False
Singleton-FullScan,fail,10000,4,4,0.1,4,1,1001,0,0.0,0.552937499998734,0.7377469000002748,2.0233278274536133,32.3203125,2.0233278274536133,False,False
FD-Hash,fail,10000,4,0,0.1,4,1,1001,4,0.16878240000005462,0.0030443999985436676,0.17462239999986195,6.141929626464844,39.59765625,6.141929626464844,False,False
FD-Hash,fail,10000,4,1,0.1,4,1,1001,4,0.17131900000094902,0.0029862999999750173,0.1770328000002337,6.141929626464844,39.59765625,6.141929626464844,False,False
FD-Hash,fail,10000,4,2,0.1,4,1,1001,4,0.1682491999999911,0.0028782000008504838,0.1740475000005972,6.141929626464844,39.5546875,6.141929626464844,False,False
FD-Hash,fail,10000,4,3,0.1,4,1,1001,4,0.17113269999936165,0.0030953000004956266,0.1773910000010801,6.141929626464844,39.46875,6.141929626464844,False,False
FD-Hash,fail,10000,4,4,0.1,4,1,1001,4,0.16697779999958584,0.002883799999835901,0.172957700000552,6.141929626464844,39.46875,6.141929626464844,False,False
BCNF-Index,fail,10000,4,0,0.1,4,1,1001,1,0.02119940000011411,0.024096499999359366,0.047686899999462184,1.865234375,40.9921875,1.865234375,False,False
BCNF-Index,fail,10000,4,1,0.1,4,1,1001,1,0.021713400001317495,0.02383929999996326,0.04854669999986072,1.865234375,41.76953125,1.865234375,False,False
BCNF-Index,fail,10000,4,2,0.1,4,1,1001,1,0.020590899999660905,0.024362100000871578,0.04752130000088073,1.865234375,41.9609375,1.865234375,False,False
BCNF-Index,fail,10000,4,3,0.1,4,1,1001,1,0.020830299999943236,0.02468319999934465,0.04783499999939522,1.865234375,42.03125,1.865234375,False,False
BCNF-Index,fail,10000,4,4,0.1,4,1,1001,1,0.023554199999125558,0.024764699999650475,0.05074659999991127,1.8650131225585938,42.03515625,1.8650131225585938,False,False
Singleton-FullScan,pass,10000,5,0,0.1,4,1,1000,0,0.0,47.40332119999948,47.590655199999674,2.1886796951293945,32.30859375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,5,1,0.1,4,1,1000,0,0.0,47.15958160000082,47.344826399999874,2.1886796951293945,32.4296875,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,5,2,0.1,4,1,1000,0,0.0,47.27086580000105,47.45614800000112,2.1886796951293945,32.55859375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,5,3,0.1,4,1,1000,0,0.0,47.2217311000004,47.40679219999947,2.1886796951293945,32.359375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,5,4,0.1,4,1,1000,0,0.0,49.365463799998906,49.55008689999886,2.1886796951293945,32.3046875,2.1886796951293945,True,False
FD-Hash,pass,10000,5,0,0.1,4,1,1000,4,0.17680359999940265,0.006635800000367453,0.18612260000008973,6.141929626464844,41.8671875,6.141929626464844,True,False
FD-Hash,pass,10000,5,1,0.1,4,1,1000,4,0.17113749999953143,0.008070699999734643,0.18227550000119663,6.141929626464844,40.0859375,6.141929626464844,True,False
FD-Hash,pass,10000,5,2,0.1,4,1,1000,4,0.1702523999992991,0.0070328999991033925,0.18017409999993106,6.141929626464844,40.0859375,6.141929626464844,True,False
FD-Hash,pass,10000,5,3,0.1,4,1,1000,4,0.17295579999881738,0.007102200001099845,0.18280020000020158,6.141929626464844,40.09375,6.141929626464844,True,False
FD-Hash,pass,10000,5,4,0.1,4,1,1000,4,0.1742021999998542,0.007151300000259653,0.18417810000028112,6.141929626464844,40.09375,6.141929626464844,True,False
BCNF-Index,pass,10000,5,0,0.1,4,1,1000,1,0.021717900001021917,0.05598909999935131,0.08013189999837778,1.865234375,42.3828125,1.865234375,True,False
BCNF-Index,pass,10000,5,1,0.1,4,1,1000,1,0.021142900000995724,0.056147899998904904,0.07986909999999625,1.865234375,42.3828125,1.865234375,True,False
BCNF-Index,pass,10000,5,2,0.1,4,1,1000,1,0.02152159999968717,0.06273479999981646,0.08876579999923706,1.865234375,40.3984375,1.865234375,True,False
BCNF-Index,pass,10000,5,3,0.1,4,1,1000,1,0.022202300000571995,0.05966389999957755,0.0848679999999149,1.865234375,40.3984375,1.865234375,True,False
BCNF-Index,pass,10000,5,4,0.1,4,1,1000,1,0.02137630000106583,0.056575599999632686,0.08081959999981336,1.8653411865234375,40.46875,1.8653411865234375,True,False
Singleton-FullScan,fail,10000,5,0,0.1,4,1,1001,0,0.0,20.14042960000006,20.33606129999862,2.188572883605957,32.40625,2.188572883605957,False,False
Singleton-FullScan,fail,10000,5,1,0.1,4,1,1001,0,0.0,2.8655251000000135,3.056396500000119,2.0233278274536133,32.22265625,2.0233278274536133,False,False
Singleton-FullScan,fail,10000,5,2,0.1,4,1,1001,0,0.0,29.822212000000945,30.01585829999931,2.188572883605957,32.7890625,2.188572883605957,False,False
Singleton-FullScan,fail,10000,5,3,0.1,4,1,1001,0,0.0,10.32670699999835,10.513643799999045,2.188572883605957,32.19140625,2.188572883605957,False,False
Singleton-FullScan,fail,10000,5,4,0.1,4,1,1001,0,0.0,13.862708900000143,14.046822199999951,2.188572883605957,32.14453125,2.188572883605957,False,False
FD-Hash,fail,10000,5,0,0.1,4,1,1001,4,0.1651988000012352,0.0028652000000874978,0.17089619999933348,6.141929626464844,39.57421875,6.141929626464844,False,False
FD-Hash,fail,10000,5,1,0.1,4,1,1001,4,0.16933529999914754,0.0029386000005615642,0.1751473000003898,6.141929626464844,39.5859375,6.141929626464844,False,False
FD-Hash,fail,10000,5,2,0.1,4,1,1001,4,0.16618879999987257,0.002892299999075476,0.1724183999995148,6.141929626464844,39.59375,6.141929626464844,False,False
FD-Hash,fail,10000,5,3,0.1,4,1,1001,4,0.16902350000054867,0.0029975000015838305,0.17543059999843535,6.141929626464844,39.86328125,6.141929626464844,False,False
FD-Hash,fail,10000,5,4,0.1,4,1,1001,4,0.16775849999976344,0.0031299000002036337,0.17400260000067647,6.141929626464844,39.86328125,6.141929626464844,False,False
BCNF-Index,fail,10000,5,0,0.1,4,1,1001,1,0.021021399999881396,0.024340899999515386,0.04763989999992191,1.865234375,41.57421875,1.865234375,False,False
BCNF-Index,fail,10000,5,1,0.1,4,1,1001,1,0.021539600000323844,0.024333800000022165,0.04889259999981732,1.865234375,42.23046875,1.865234375,False,False
BCNF-Index,fail,10000,5,2,0.1,4,1,1001,1,0.020438499999727355,0.024680000000444124,0.04806269999971846,1.865234375,42.23046875,1.865234375,False,False
BCNF-Index,fail,10000,5,3,0.1,4,1,1001,1,0.02080999999998312,0.02408329999889247,0.047812599999815575,1.865234375,42.14453125,1.865234375,False,False
BCNF-Index,fail,10000,5,4,0.1,4,1,1001,1,0.021919100001468905,0.025231599998733145,0.04990829999951529,1.865234375,42.296875,1.865234375,False,False
