/*algorithm,case_type,n,seed,rep,conflict_ratio,fd_count,candidate_key_width,deleted_count,index_count,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,peak_memory_mb,result,timeout
BCNF-Index,fail,1000,4,0,0.1,4,1,101,1,0.0020494999989750795,0.0055346000008285046,0.007757100000162609,0.1545867919921875,28.90234375,0.1545867919921875,False,False
BCNF-Index,fail,1000,4,1,0.1,4,1,101,1,0.0029838999998901272,0.0045095000004948815,0.007760500000586035,0.1545867919921875,28.90234375,0.1545867919921875,False,False
BCNF-Index,fail,1000,4,2,0.1,4,1,101,1,0.0025376000012329314,0.004354699998657452,0.00713989999894693,0.1545867919921875,28.90234375,0.1545867919921875,False,False
BCNF-Index,fail,1000,4,3,0.1,4,1,101,1,0.0021536999993259087,0.003604700001233141,0.0059685999985958915,0.1545867919921875,28.90234375,0.1545867919921875,False,False
BCNF-Index,fail,1000,4,4,0.1,4,1,101,1,0.0021101000002090586,0.004939800001011463,0.007236499999635271,0.1545867919921875,28.90234375,0.1545867919921875,False,False
Singleton-FullScan,pass,1000,5,0,0.1,4,1,100,0,0.0,0.48628070000086154,0.5072123999998439,0.8854961395263672,27.21484375,0.8854961395263672,True,False
Singleton-FullScan,pass,1000,5,1,0.1,4,1,100,0,0.0,0.4935561999991478,0.5150164999995468,0.8854961395263672,27.359375,0.8854961395263672,True,False
Singleton-FullScan,pass,1000,5,2,0.1,4,1,100,0,0.0,0.5618990000002668,0.58434219999981,0.8854961395263672,27.57421875,0.8854961395263672,True,False
Singleton-FullScan,pass,1000,5,3,0.1,4,1,100,0,0.0,0.5189473999998881,0.5411803999995755,0.8854961395263672,27.265625,0.8854961395263672,True,False
Singleton-FullScan,pass,1000,5,4,0.1,4,1,100,0,0.0,0.5123256999995647,0.532189900000958,0.8854961395263672,27.48046875,0.8854961395263672,True,False
FD-Hash,pass,1000,5,0,0.1,4,1,100,4,0.019822399999611662,0.0009050000007846393,0.02110249999896041,0.603118896484375,29.05078125,0.603118896484375,True,False
FD-Hash,pass,1000,5,1,0.1,4,1,100,4,0.018143100000088452,0.0007861000012781005,0.01922519999970973,0.603118896484375,29.05078125,0.603118896484375,True,False
FD-Hash,pass,1000,5,2,0.1,4,1,100,4,0.018524400000387686,0.0007586000010633143,0.019554700000298908,0.603118896484375,29.0546875,0.603118896484375,True,False
FD-Hash,pass,1000,5,3,0.1,4,1,100,4,0.022962500001085573,0.0011677999991661636,0.0244100999989314,0.603118896484375,29.0546875,0.603118896484375,True,False
FD-Hash,pass,1000,5,4,0.1,4,1,100,4,0.019928300000174204,0.0007273999999597436,0.020935200000167242,0.603118896484375,29.04296875,0.603118896484375,True,False
BCNF-Index,pass,1000,5,0,0.1,4,1,100,1,0.00199360000078741,0.0056616000001668,0.007819000000381493,0.1545867919921875,29.0859375,0.1545867919921875,True,False
BCNF-Index,pass,1000,5,1,0.1,4,1,100,1,0.0022782000014558434,0.005286999999952968,0.007782600001519313,0.1545867919921875,29.0859375,0.1545867919921875,True,False
BCNF-Index,pass,1000,5,2,0.1,4,1,100,1,0.002046199999313103,0.006524099999296595,0.008768499999860069,0.1545867919921875,29.0859375,0.1545867919921875,True,False
BCNF-Index,pass,1000,5,3,0.1,4,1,100,1,0.0026342000001022825,0.005239699999947334,0.008147200000166777,0.1545867919921875,29.0859375,0.1545867919921875,True,False
BCNF-Index,pass,1000,5,4,0.1,4,1,100,1,0.002165199999581091,0.006428400000004331,0.00880460000007588,0.1545867919921875,29.0859375,0.1545867919921875,True,False
Singleton-FullScan,fail,1000,5,0,0.1,4,1,101,0,0.0,0.1356696999991982,0.15564640000047802,0.719813346862793,27.49609375,0.719813346862793,False,False
Singleton-FullScan,fail,1000,5,1,0.1,4,1,101,0,0.0,0.02024379999966186,0.04145369999969262,0.719813346862793,27.3671875,0.719813346862793,False,False
Singleton-FullScan,fail,1000,5,2,0.1,4,1,101,0,0.0,0.23114299999906507,0.2511217999999644,0.8855772018432617,27.41015625,0.8855772018432617,False,False
Singleton-FullScan,fail,1000,5,3,0.1,4,1,101,0,0.0,0.10063929999887478,0.1217873999994481,0.719813346862793,27.453125,0.719813346862793,False,False
Singleton-FullScan,fail,1000,5,4,0.1,4,1,101,0,0.0,0.09297269999842683,0.11356270000032964,0.719813346862793,27.62109375,0.719813346862793,False,False
FD-Hash,fail,1000,5,0,0.1,4,1,101,4,0.019248599999627913,0.0005424999999377178,0.020051299999977346,0.603118896484375,29.17578125,0.603118896484375,False,False
FD-Hash,fail,1000,5,1,0.1,4,1,101,4,0.017913099998622783,0.00045710000085819047,0.018645600001036655,0.603118896484375,29.04296875,0.603118896484375,False,False
FD-Hash,fail,1000,5,2,0.1,4,1,101,4,0.0192471000009391,0.0004922999996779254,0.02003830000103335,0.603118896484375,29.04296875,0.603118896484375,False,False
FD-Hash,fail,1000,5,3,0.1,4,1,101,4,0.017881199999465025,0.0004453999990801094,0.01860810000107449,0.603118896484375,29.04296875,0.603118896484375,False,False
FD-Hash,fail,1000,5,4,0.1,4,1,101,4,0.018609199998536496,0.0004735000002256129,0.019342600000527455,0.603118896484375,29.04296875,0.603118896484375,False,False
BCNF-Index,fail,1000,5,0,0.1,4,1,101,1,0.00217030000021623,0.0034892999992734985,0.005837200000314624,0.1545867919921875,29.1015625,0.1545867919921875,False,False
BCNF-Index,fail,1000,5,1,0.1,4,1,101,1,0.0026371000003564404,0.0037647000008291798,0.0066597999993973644,0.1545867919921875,29.1015625,0.1545867919921875,False,False
BCNF-Index,fail,1000,5,2,0.1,4,1,101,1,0.002292400000442285,0.003853000000162865,0.006367300000420073,0.1545867919921875,29.1015625,0.1545867919921875,False,False
BCNF-Index,fail,1000,5,3,0.1,4,1,101,1,0.0024014000009628944,0.004777300000569085,0.0074540000005072216,0.1545867919921875,29.1015625,0.1545867919921875,False,False
BCNF-Index,fail,1000,5,4,0.1,4,1,101,1,0.0022339999995892867,0.0034621000013430603,0.0059506999987206655,0.1545867919921875,29.1015625,0.1545867919921875,False,False
Singleton-FullScan,pass,10000,1,0,0.1,4,1,1000,0,0.0,51.015940900000714,51.2405189000001,2.1886796951293945,32.33984375,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,1,1,0.1,4,1,1000,0,0.0,47.96861309999986,48.16200079999908,2.1886796951293945,31.9765625,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,1,2,0.1,4,1,1000,0,0.0,47.75070509999932,47.951361699999325,2.1886796951293945,32.390625,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,1,3,0.1,4,1,1000,0,0.0,47.672265699999116,47.860291700000744,2.1886796951293945,32.19921875,2.1886796951293945,True,False
Singleton-FullScan,pass,10000,1,4,0.1,4,1,1000,0,0.0,47.99379090000002,48.18657759999951,2.1886796951293945,32.1640625,2.1886796951293945,True,False
FD-Hash,pass,10000,1,0,0.1,4,1,1000,4,0.16902620000109891,0.007058699999106466,0.17914070000006177,6.141929626464844,36.04296875,6.141929626464844,True,False
FD-Hash,pass,10000,1,1,0.1,4,1,1000,4,0.16836510000030103,0.006947400001081405,0.17864710000139894,6.141929626464844,36.0546875,6.141929626464844,True,False
FD-Hash,pass,10000,1,2,0.1,4,1,1000,4,0.17421889999968698,0.006457000001319102,0.1835689999988972,6.141929626464844,36.06640625,6.141929626464844,True,False
FD-Hash,pass,10000,1,3,0.1,4,1,1000,4,0.1721953999985999,0.007360300000073039,0.18242589999863412,6.141929626464844,36.078125,6.141929626464844,True,False
