workload,block_distribution,batch_size,median_incremental_total_time,median_static_total_time,median_speedup,n
d_only,uniform,1,2.8950016712769866e-05,2.114075250006863,76912.28814860621,500
d_only,uniform,10,6.915000267326832e-05,2.101805649988819,32720.47217213839,500
d_only,uniform,100,0.00041449999844185,2.1904982999985805,6272.158586034264,500
d_only,uniform,1000,0.00332694998360235,2.2379929500166327,690.8574343824122,500
d_only,zipf_1.2,1,2.8300040867179632e-05,2.0834657500090543,74801.6216850615,500
d_only,zipf_1.2,10,8.55499820318073e-05,2.0573571499990067,24536.842407135562,500
d_only,zipf_1.2,100,0.0003493499825708,2.0548549499944784,5916.8256739349235,500
d_only,zipf_1.2,1000,0.0030893499642843,2.078832950021024,671.3216322805264,500
